Name;Station;Time;Max_temp;Mean_temp;Min_temp;Precipitation
흀jord Ii;SN71780;2020-02-01;5.6;2.7;0.7;1
흀jord Ii;SN71780;2020-02-02;5.1;2.7;1.5;6.9
흀jord Ii;SN71780;2020-02-03;2.2;-2.3;-4.2;9.7
흀jord Ii;SN71780;2020-02-04;3.2;-2.5;-7.6;0.4
흀jord Ii;SN71780;2020-02-05;6.3;2.7;0.4;8.1
흀jord Ii;SN71780;2020-02-06;0.5;-0.1;-0.8;27.1
흀jord Ii;SN71780;2020-02-07;6.7;5;0.2;13.1
흀jord Ii;SN71780;2020-02-08;6.5;2.2;-1;0
흀jord Ii;SN71780;2020-02-09;7.7;5.5;1.1;0
흀jord Ii;SN71780;2020-02-10;6;3.9;2.1;2.9
흀jord Ii;SN71780;2020-02-11;4.9;1.2;0.2;18.6
흀jord Ii;SN71780;2020-02-12;4.2;1.7;-0.8;5.8
흀jord Ii;SN71780;2020-02-13;2.5;1.1;-0.3;10.8
흀jord Ii;SN71780;2020-02-14;2.1;-0.2;-1.7;3.9
흀jord Ii;SN71780;2020-02-15;6.7;4;0.2;1.4
흀jord Ii;SN71780;2020-02-16;8.2;5;3.2;1.4
흀jord Ii;SN71780;2020-02-17;8.9;5.6;0.4;0.5
흀jord Ii;SN71780;2020-02-18;5.8;4.3;3.6;1.1
흀jord Ii;SN71780;2020-02-19;4.4;-0.5;-2.3;8.6
흀jord Ii;SN71780;2020-02-20;5.5;2.5;-3.7;0
흀jord Ii;SN71780;2020-02-21;8.3;4.6;-0.4;1.6
흀jord Ii;SN71780;2020-02-22;6.8;2.9;1.4;3.3
흀jord Ii;SN71780;2020-02-23;3.9;2.3;0.7;16.7
흀jord Ii;SN71780;2020-02-24;2.2;0;-0.8;9.5
흀jord Ii;SN71780;2020-02-25;1.6;-2.2;-5;7.8
흀jord Ii;SN71780;2020-02-26;-1.5;-3.7;-7.1;0
흀jord Ii;SN71780;2020-02-27;-0.4;-3;-5.8;0
흀jord Ii;SN71780;2020-02-28;0.7;-2.1;-6.7;0
흀jord Ii;SN71780;2020-02-29;2;-3.5;-6.7;12.5
흀jord Ii;SN71780;2020-03-01;-2.4;-4;-7.6;1.3
흀jord Ii;SN71780;2020-03-02;-0.7;-2.5;-4.5;0.8
흀jord Ii;SN71780;2020-03-03;0.9;-1.4;-2.9;0
흀jord Ii;SN71780;2020-03-04;1.5;-0.1;-2;0
흀jord Ii;SN71780;2020-03-05;2.6;0.1;-2.5;1.7
흀jord Ii;SN71780;2020-03-06;5.5;2.3;-0.4;7.7
흀jord Ii;SN71780;2020-03-07;6.3;2.3;-1.5;2.1
흀jord Ii;SN71780;2020-03-08;9.2;4.8;1.4;3.4
흀jord Ii;SN71780;2020-03-09;8.6;4.5;1.1;2.4
흀jord Ii;SN71780;2020-03-10;6.6;3.5;-0.8;0.2
흀jord Ii;SN71780;2020-03-11;6;3.5;2.2;0.2
흀jord Ii;SN71780;2020-03-12;4.3;0.6;-0.2;3.9
흀jord Ii;SN71780;2020-03-13;1.4;-2.3;-4.2;14.2
흀jord Ii;SN71780;2020-03-14;2.1;-1.6;-7.2;5.1
흀jord Ii;SN71780;2020-03-15;8.9;3.4;-1;0.5
흀jord Ii;SN71780;2020-03-16;4.9;1.4;-4.6;1.8
흀jord Ii;SN71780;2020-03-17;7.3;4.4;0.2;0.1
흀jord Ii;SN71780;2020-03-18;4.3;2.7;0.3;7.8
흀jord Ii;SN71780;2020-03-19;4.6;1.8;-1.3;17.3
흀jord Ii;SN71780;2020-03-20;2.6;-0.8;-4.6;1.8
흀jord Ii;SN71780;2020-03-21;5.7;-0.1;-4;2
흀jord Ii;SN71780;2020-03-22;5.6;1;-4.9;0
흀jord Ii;SN71780;2020-03-23;10.9;5.7;1.6;0
흀jord Ii;SN71780;2020-03-24;8.9;5.3;3;0.8
흀jord Ii;SN71780;2020-03-25;7.7;4.2;3.4;27.1
흀jord Ii;SN71780;2020-03-26;8.5;3.5;-1.2;17.6
흀jord Ii;SN71780;2020-03-27;6.1;4.8;4;0.8
흀jord Ii;SN71780;2020-03-28;4.4;0.1;-2.1;9.8
흀jord Ii;SN71780;2020-03-29;3.8;0;-2.2;12.5
흀jord Ii;SN71780;2020-03-30;3.5;0.5;-4;8.1
흀jord Ii;SN71780;2020-03-31;5.9;4.5;0.8;8.1
흀jord Ii;SN71780;2020-04-01;6.3;2.8;0.6;7
흀jord Ii;SN71780;2020-04-02;3.8;0.9;-0.3;2.1
흀jord Ii;SN71780;2020-04-03;4.1;0.1;-1.7;14.8
흀jord Ii;SN71780;2020-04-04;1.9;-0.9;-2.6;7.2
흀jord Ii;SN71780;2020-04-05;5.5;0.7;-6.5;2.6
흀jord Ii;SN71780;2020-04-06;14.4;8.9;2.1;0.3
흀jord Ii;SN71780;2020-04-07;10.6;6.7;4.2;1.1
흀jord Ii;SN71780;2020-04-08;8.4;4.8;1.6;0
흀jord Ii;SN71780;2020-04-09;6.4;3.2;1;6.4
흀jord Ii;SN71780;2020-04-10;4.1;1.9;0.5;12.8
흀jord Ii;SN71780;2020-04-11;7.4;3.9;-0.3;1.2
흀jord Ii;SN71780;2020-04-12;7.3;3.9;0.3;10.1
흀jord Ii;SN71780;2020-04-13;3.5;1.2;-1.3;17.1
흀jord Ii;SN71780;2020-04-14;6.3;4;0.2;17
흀jord Ii;SN71780;2020-04-15;6.3;3.9;0.6;22.1
흀jord Ii;SN71780;2020-04-16;5.2;3.2;0.9;18.3
흀jord Ii;SN71780;2020-04-17;6.3;4;1.5;8.3
흀jord Ii;SN71780;2020-04-18;7.1;4.6;2;1
흀jord Ii;SN71780;2020-04-19;8.7;5.8;2.9;4.8
흀jord Ii;SN71780;2020-04-20;11;6;3.2;0
흀jord Ii;SN71780;2020-04-21;14.3;6.9;-0.6;0
흀jord Ii;SN71780;2020-04-22;11.8;5.8;-0.6;0
흀jord Ii;SN71780;2020-04-23;8;4.1;-0.7;0
흀jord Ii;SN71780;2020-04-24;8.4;5.4;4.1;3.8
흀jord Ii;SN71780;2020-04-25;6.3;4.7;4;3.1
흀jord Ii;SN71780;2020-04-26;7.3;2.9;1.3;4.3
흀jord Ii;SN71780;2020-04-27;8.8;3.9;-2.5;0.3
흀jord Ii;SN71780;2020-04-28;10.3;5.6;2.4;0
흀jord Ii;SN71780;2020-04-29;10.3;6.2;-0.7;0
흀jord Ii;SN71780;2020-04-30;11.3;7.8;5;0.1
흀jord Ii;SN71780;2020-05-01;11.6;7.2;5;0
흀jord Ii;SN71780;2020-05-02;7.1;5;3.2;0.9
흀jord Ii;SN71780;2020-05-03;7.5;5.1;4.3;10.8
흀jord Ii;SN71780;2020-05-04;8.2;4.1;0.8;7.8
흀jord Ii;SN71780;2020-05-05;7.2;5.3;1.4;4.7
흀jord Ii;SN71780;2020-05-06;6.8;4.8;3.2;2.9
흀jord Ii;SN71780;2020-05-07;7.2;4.7;2.5;11.6
흀jord Ii;SN71780;2020-05-08;8.5;4.6;3.3;5.5
흀jord Ii;SN71780;2020-05-09;5.8;2.5;-0.7;2.5
흀jord Ii;SN71780;2020-05-10;5.2;1.4;-0.1;6.4
흀jord Ii;SN71780;2020-05-11;5.8;1.9;-1.5;8.4
흀jord Ii;SN71780;2020-05-12;6.4;1.7;-1.2;8.8
흀jord Ii;SN71780;2020-05-13;5.1;1.6;-1.4;3.5
흀jord Ii;SN71780;2020-05-14;4.2;1.4;-0.7;8.8
흀jord Ii;SN71780;2020-05-15;5.4;2.3;0;8.6
흀jord Ii;SN71780;2020-05-16;4.4;2.7;0.5;10.5
흀jord Ii;SN71780;2020-05-17;8.4;3.7;0.5;9.5
흀jord Ii;SN71780;2020-05-18;7.3;3.7;-1.4;1.4
흀jord Ii;SN71780;2020-05-19;9.4;4.8;1;3.5
흀jord Ii;SN71780;2020-05-20;12.2;6.3;-0.8;0.2
흀jord Ii;SN71780;2020-05-21;16.9;10;0;0
흀jord Ii;SN71780;2020-05-22;19.1;13.1;4.3;0
흀jord Ii;SN71780;2020-05-23;16.9;13.5;9.8;4.1
흀jord Ii;SN71780;2020-05-24;17.2;12.7;8.9;0.1
흀jord Ii;SN71780;2020-05-25;14.3;9.7;7.9;0.5
흀jord Ii;SN71780;2020-05-26;17;10.2;4.5;0
흀jord Ii;SN71780;2020-05-27;11.3;8.6;6.9;2
흀jord Ii;SN71780;2020-05-28;9.4;8.4;6.8;4.2
흀jord Ii;SN71780;2020-05-29;11.6;9.2;6.5;2.3
흀jord Ii;SN71780;2020-05-30;22.2;16;6.6;0
흀jord Ii;SN71780;2020-05-31;26.1;17.4;9;0.2
흀jord Ii;SN71780;2020-06-01;21.1;15;8.4;0
흀jord Ii;SN71780;2020-06-02;16.4;12;7.6;0
흀jord Ii;SN71780;2020-06-03;12.1;10.6;9.4;0
흀jord Ii;SN71780;2020-06-04;21.3;16.6;9.8;1.8
흀jord Ii;SN71780;2020-06-05;22.7;17.9;11.3;0.1
흀jord Ii;SN71780;2020-06-06;20.2;15.7;12.2;0
흀jord Ii;SN71780;2020-06-07;18.2;8.7;7.1;0.8
흀jord Ii;SN71780;2020-06-08;10.7;7.1;5.9;6.4
흀jord Ii;SN71780;2020-06-09;17;9.8;0.4;0.7
흀jord Ii;SN71780;2020-06-10;21.6;14.6;5.3;0
흀jord Ii;SN71780;2020-06-11;19.6;13.6;5.2;0
흀jord Ii;SN71780;2020-06-12;27.2;17.8;4.9;0
흀jord Ii;SN71780;2020-06-13;24.9;20.5;15;0
흀jord Ii;SN71780;2020-06-14;23.8;17.5;9.1;0
흀jord Ii;SN71780;2020-06-15;20.3;15.3;12.9;0
흀jord Ii;SN71780;2020-06-16;27.3;19.4;10.9;0
흀jord Ii;SN71780;2020-06-17;25.7;19;12;0
흀jord Ii;SN71780;2020-06-18;21.2;15.9;11.5;0
흀jord Ii;SN71780;2020-06-19;24.7;17.9;7.9;0
흀jord Ii;SN71780;2020-06-20;31.3;24.9;12.2;0
흀jord Ii;SN71780;2020-06-21;29.3;24.3;20.5;0
흀jord Ii;SN71780;2020-06-22;28.2;15.8;13.2;0
흀jord Ii;SN71780;2020-06-23;24.4;17.5;10.8;0
흀jord Ii;SN71780;2020-06-24;25.3;19.7;12.7;0
흀jord Ii;SN71780;2020-06-25;23.4;18.1;12.8;0
흀jord Ii;SN71780;2020-06-26;28.1;20.8;11.6;0
흀jord Ii;SN71780;2020-06-27;33.2;24.9;14;0
흀jord Ii;SN71780;2020-06-28;30.7;23.8;20.7;0
흀jord Ii;SN71780;2020-06-29;25.8;14.7;13.1;1.1
흀jord Ii;SN71780;2020-06-30;13.5;10.9;9.5;8
흀jord Ii;SN71780;2020-07-01;11.9;8.4;5.2;2.4
흀jord Ii;SN71780;2020-07-02;15.5;9.7;3.4;5.6
흀jord Ii;SN71780;2020-07-03;15.2;8.9;3.9;0.5
흀jord Ii;SN71780;2020-07-04;15.8;11.4;7.1;19.9
흀jord Ii;SN71780;2020-07-05;21.2;15;5.2;0
흀jord Ii;SN71780;2020-07-06;17;12.3;10.3;0.3
흀jord Ii;SN71780;2020-07-07;14;11.1;9.4;0.5
흀jord Ii;SN71780;2020-07-08;13.6;10;6.2;1.7
흀jord Ii;SN71780;2020-07-09;13;10.6;9.1;4.5
흀jord Ii;SN71780;2020-07-10;15.9;12;6.1;1.6
흀jord Ii;SN71780;2020-07-11;13.4;10.8;7.8;0.3
흀jord Ii;SN71780;2020-07-12;12.1;9.6;8;10.6
흀jord Ii;SN71780;2020-07-13;17.4;11.6;8.8;16.4
흀jord Ii;SN71780;2020-07-14;19.2;14;6.3;0.3
흀jord Ii;SN71780;2020-07-15;22;16.8;10.4;0
흀jord Ii;SN71780;2020-07-16;19.8;15.5;11.7;0
흀jord Ii;SN71780;2020-07-17;17.6;13.7;12.3;0.6
흀jord Ii;SN71780;2020-07-18;22.5;15.1;10.5;11
흀jord Ii;SN71780;2020-07-19;20;14.5;11.3;1.4
흀jord Ii;SN71780;2020-07-20;15.8;12.6;10.7;5.2
흀jord Ii;SN71780;2020-07-21;13.9;11;9.8;1.5
흀jord Ii;SN71780;2020-07-22;13.7;10.5;8.5;18.1
흀jord Ii;SN71780;2020-07-23;13.5;10.8;7.1;18.2
흀jord Ii;SN71780;2020-07-24;12.1;10.5;9.1;8
흀jord Ii;SN71780;2020-07-25;13.3;10.9;10;19.7
흀jord Ii;SN71780;2020-07-26;23.5;16.4;5.4;3.1
흀jord Ii;SN71780;2020-07-27;20.2;16.3;13.1;4.6
흀jord Ii;SN71780;2020-07-28;23;19.1;13.5;6.4
흀jord Ii;SN71780;2020-07-29;23.3;17.3;14.7;0.6
흀jord Ii;SN71780;2020-07-30;15.6;14.1;13.3;0.8
흀jord Ii;SN71780;2020-07-31;19.8;14.8;13.4;3.2
흀jord Ii;SN71780;2020-08-01;25.9;18;10.8;0.1
흀jord Ii;SN71780;2020-08-02;21.3;15.6;11.9;0.1
흀jord Ii;SN71780;2020-08-03;15.1;12.4;11.5;9.3
흀jord Ii;SN71780;2020-08-04;15.1;12.2;10.8;37.8
흀jord Ii;SN71780;2020-08-05;20.2;15.2;8.2;2.8
흀jord Ii;SN71780;2020-08-06;18.5;15.6;13.8;4.2
흀jord Ii;SN71780;2020-08-07;26.7;19.2;12.9;0.1
흀jord Ii;SN71780;2020-08-08;23.3;16;13.5;0
흀jord Ii;SN71780;2020-08-09;17.2;12.8;8.7;4.1
흀jord Ii;SN71780;2020-08-10;23.1;15.1;7.2;0.1
흀jord Ii;SN71780;2020-08-11;20.2;14.5;9.7;0
흀jord Ii;SN71780;2020-08-12;20.3;14.6;9.7;0
흀jord Ii;SN71780;2020-08-13;18;14.6;10.5;0
흀jord Ii;SN71780;2020-08-14;15.7;13.9;12.8;3.4
흀jord Ii;SN71780;2020-08-15;14.7;13.8;11.2;3.4
흀jord Ii;SN71780;2020-08-16;17.2;13;11.7;37.1
흀jord Ii;SN71780;2020-08-17;20.7;13.3;5.1;0.2
흀jord Ii;SN71780;2020-08-18;21.5;15.1;7.8;0
흀jord Ii;SN71780;2020-08-19;19.4;15.3;11.8;0
흀jord Ii;SN71780;2020-08-20;22;16;12.9;2.8
흀jord Ii;SN71780;2020-08-21;26.1;20.1;13;0.1
흀jord Ii;SN71780;2020-08-22;22.2;18.2;15.9;0
흀jord Ii;SN71780;2020-08-23;15.9;11.6;10.7;2.8
흀jord Ii;SN71780;2020-08-24;11.3;8.8;7.3;10.1
흀jord Ii;SN71780;2020-08-25;13.3;10.6;8.1;18.4
흀jord Ii;SN71780;2020-08-26;15.8;10.6;9.1;33.6
흀jord Ii;SN71780;2020-08-27;15;9.3;5.6;0.5
흀jord Ii;SN71780;2020-08-28;17.2;10.3;4.3;0.1
흀jord Ii;SN71780;2020-08-29;15.8;9.9;5.7;0
흀jord Ii;SN71780;2020-08-30;14.3;8.1;5.8;2.4
흀jord Ii;SN71780;2020-08-31;14.6;7.6;1.9;4.4
흀jord Ii;SN71780;2020-09-01;18.4;10.8;3.8;0
흀jord Ii;SN71780;2020-09-02;21.2;13.7;5.3;0
흀jord Ii;SN71780;2020-09-03;21.1;16.7;10;0
흀jord Ii;SN71780;2020-09-04;17.8;13.2;11.2;3.8
흀jord Ii;SN71780;2020-09-05;15.2;10.1;6.4;15.8
흀jord Ii;SN71780;2020-09-06;15.7;10.3;5.6;1.2
흀jord Ii;SN71780;2020-09-07;15;10.9;7.5;1.1
흀jord Ii;SN71780;2020-09-08;14.4;11.8;9.7;12.9
흀jord Ii;SN71780;2020-09-09;12.1;10.1;8.4;12.2
흀jord Ii;SN71780;2020-09-10;9.5;8.3;7.6;21
흀jord Ii;SN71780;2020-09-11;14.1;10.4;6.3;10.5
흀jord Ii;SN71780;2020-09-12;12.6;9.4;7.7;4.7
흀jord Ii;SN71780;2020-09-13;12.5;10;6.3;19
흀jord Ii;SN71780;2020-09-14;12.4;9.2;7.7;9.1
흀jord Ii;SN71780;2020-09-15;13;8.9;4;0
흀jord Ii;SN71780;2020-09-16;11.4;8.2;6.5;8.8
흀jord Ii;SN71780;2020-09-17;11.7;8.4;5.8;2.9
흀jord Ii;SN71780;2020-09-18;13;11.1;7.4;18.8
흀jord Ii;SN71780;2020-09-19;11.5;9.5;8.5;12.3
흀jord Ii;SN71780;2020-09-20;12.5;11.3;7.8;4.5
흀jord Ii;SN71780;2020-09-21;14.7;10.9;8.6;7
흀jord Ii;SN71780;2020-09-22;11.4;8.7;7;20.3
흀jord Ii;SN71780;2020-09-23;13.8;9.3;6.1;3.3
흀jord Ii;SN71780;2020-09-24;16;9;3.2;4.4
흀jord Ii;SN71780;2020-09-25;15.5;7.9;6.1;4.6
흀jord Ii;SN71780;2020-09-26;10.7;5.5;1.5;2.7
흀jord Ii;SN71780;2020-09-27;15.6;11.5;4.6;0
흀jord Ii;SN71780;2020-09-28;20.5;16;10.8;0
흀jord Ii;SN71780;2020-09-29;18.3;12.8;10;0
흀jord Ii;SN71780;2020-09-30;18.2;13.3;9.8;0
흀jord Ii;SN71780;2020-10-01;18.5;15.1;9.3;0
흀jord Ii;SN71780;2020-10-02;16.1;13.6;12;0
흀jord Ii;SN71780;2020-10-03;15.5;13.4;11.6;0
흀jord Ii;SN71780;2020-10-04;15.9;14.2;12.6;0
흀jord Ii;SN71780;2020-10-05;14.9;13.1;12.3;0.4
흀jord Ii;SN71780;2020-10-06;16;11.8;7.2;0
흀jord Ii;SN71780;2020-10-07;12.6;10.6;8.6;0.2
흀jord Ii;SN71780;2020-10-08;13.7;9.4;6.6;3
흀jord Ii;SN71780;2020-10-09;10.6;8.7;7.7;4.6
흀jord Ii;SN71780;2020-10-10;9.8;8.1;7.1;1.3
흀jord Ii;SN71780;2020-10-11;10;8;5.9;1.2
흀jord Ii;SN71780;2020-10-12;8.8;6.9;6.1;14.5
흀jord Ii;SN71780;2020-10-13;8.9;6.2;3.8;14.4
흀jord Ii;SN71780;2020-10-14;7.6;5.9;2.7;0.8
흀jord Ii;SN71780;2020-10-15;8.3;7.5;6.3;2.8
흀jord Ii;SN71780;2020-10-16;8.4;7.4;6.2;5.3
흀jord Ii;SN71780;2020-10-17;7.8;6.2;4.7;15.6
흀jord Ii;SN71780;2020-10-18;6.8;3.6;2.4;11.7
흀jord Ii;SN71780;2020-10-19;5.8;1.4;-0.6;19.6
흀jord Ii;SN71780;2020-10-20;3.4;1.2;-1.7;1.5
흀jord Ii;SN71780;2020-10-21;4.4;1.6;1;0
흀jord Ii;SN71780;2020-10-22;4.3;-0.5;-2.9;0.1
흀jord Ii;SN71780;2020-10-23;3.9;0.3;-1.8;0.7
흀jord Ii;SN71780;2020-10-24;4.3;1.4;-1.7;0.9
흀jord Ii;SN71780;2020-10-25;12.6;7.4;0.8;0
흀jord Ii;SN71780;2020-10-26;9.3;4.1;2.1;5.1
흀jord Ii;SN71780;2020-10-27;7.9;1.9;-0.3;0
흀jord Ii;SN71780;2020-10-28;8.9;3.7;-0.5;0
흀jord Ii;SN71780;2020-10-29;8;2.6;0.8;0.2
흀jord Ii;SN71780;2020-10-30;8.4;4.4;-1;0
흀jord Ii;SN71780;2020-10-31;9;6.3;2.5;2
흀jord Ii;SN71780;2020-11-01;14.2;12;8.2;0
흀jord Ii;SN71780;2020-11-02;12.6;10.3;8.6;0.5
흀jord Ii;SN71780;2020-11-03;9.3;7;6.1;3.4
흀jord Ii;SN71780;2020-11-04;7.8;6.2;2.8;2.1
흀jord Ii;SN71780;2020-11-05;9.8;9.3;6.3;25.4
흀jord Ii;SN71780;2020-11-06;10.1;9.6;8.8;58.4
흀jord Ii;SN71780;2020-11-07;10.5;7.2;4.6;5.5
흀jord Ii;SN71780;2020-11-08;5.9;3.5;1.8;6.5
흀jord Ii;SN71780;2020-11-09;6;5;2.7;2.9
흀jord Ii;SN71780;2020-11-10;7.8;6.6;4.7;0
흀jord Ii;SN71780;2020-11-11;8.3;5.6;3;0.2
흀jord Ii;SN71780;2020-11-12;9.6;7.1;4.2;0
흀jord Ii;SN71780;2020-11-13;8.8;7.4;4;0
흀jord Ii;SN71780;2020-11-14;9.8;6.3;2.2;0
흀jord Ii;SN71780;2020-11-15;11.5;9.7;2.4;0
흀jord Ii;SN71780;2020-11-16;14.2;11.6;6.3;0
흀jord Ii;SN71780;2020-11-17;10.7;7.3;4.6;1
흀jord Ii;SN71780;2020-11-18;7.9;4.1;2;1.8
흀jord Ii;SN71780;2020-11-19;3.3;0.1;-2.7;8.1
흀jord Ii;SN71780;2020-11-20;4.1;1.3;-0.5;13.1
흀jord Ii;SN71780;2020-11-21;5.8;3.7;-0.3;7
흀jord Ii;SN71780;2020-11-22;7.7;6.5;3.6;28
흀jord Ii;SN71780;2020-11-23;7.2;3.2;0.4;16.8
흀jord Ii;SN71780;2020-11-24;4.9;3.3;0.1;10.8
흀jord Ii;SN71780;2020-11-25;7.8;5.3;2.8;0.6
흀jord Ii;SN71780;2020-11-26;5.4;2.5;0.1;12
흀jord Ii;SN71780;2020-11-27;4.7;1.5;0.2;4.9
흀jord Ii;SN71780;2020-11-28;0.8;-1.6;-2.5;0
흀jord Ii;SN71780;2020-11-29;1.3;0.4;-2;0.1
흀jord Ii;SN71780;2020-11-30;5.1;3;0.5;0
흀jord Ii;SN71780;2020-12-01;5;1.2;-0.5;6.8
흀jord Ii;SN71780;2020-12-02;4.3;2.4;-0.5;1.9
흀jord Ii;SN71780;2020-12-03;5.6;4.7;2.6;0.6
흀jord Ii;SN71780;2020-12-04;4.7;3.6;1.8;0
흀jord Ii;SN71780;2020-12-05;4.2;0.4;-0.7;0
흀jord Ii;SN71780;2020-12-06;3.4;1;-1.9;0.2
흀jord Ii;SN71780;2020-12-07;6.7;3.4;-1.7;0
흀jord Ii;SN71780;2020-12-08;7.3;6.3;5.8;0
흀jord Ii;SN71780;2020-12-09;6.3;4.3;3.2;0
흀jord Ii;SN71780;2020-12-10;5.1;3.4;-0.4;0
흀jord Ii;SN71780;2020-12-11;4.9;2.9;2.2;0
흀jord Ii;SN71780;2020-12-12;3.2;1.2;-0.4;0
흀jord Ii;SN71780;2020-12-13;2.5;-2.4;-3.6;0
흀jord Ii;SN71780;2020-12-14;5.9;4.5;-3.9;0.2
흀jord Ii;SN71780;2020-12-15;5;2.6;1.5;0
흀jord Ii;SN71780;2020-12-16;5.8;3;1.9;13
흀jord Ii;SN71780;2020-12-17;6.7;4.4;0.6;1.2
흀jord Ii;SN71780;2020-12-18;6.7;3.1;0.6;0.1
흀jord Ii;SN71780;2020-12-19;9;6.7;2.9;0
흀jord Ii;SN71780;2020-12-20;10.2;8.2;4.1;0.7
흀jord Ii;SN71780;2020-12-21;9.1;2.9;0.4;0
흀jord Ii;SN71780;2020-12-22;7;4.2;0.9;0.1
흀jord Ii;SN71780;2020-12-23;5.4;3.7;0.3;5.6
흀jord Ii;SN71780;2020-12-24;4.7;1.6;0.6;11.4
흀jord Ii;SN71780;2020-12-25;1.5;-1;-2.2;11.5
흀jord Ii;SN71780;2020-12-26;1.2;0.2;-0.7;0.4
흀jord Ii;SN71780;2020-12-27;7;5.5;-0.9;0
흀jord Ii;SN71780;2020-12-28;6.8;5.5;4.9;0
흀jord Ii;SN71780;2020-12-29;6;3.7;2.4;0
흀jord Ii;SN71780;2020-12-30;4;1.3;-0.6;0
흀jord Ii;SN71780;2020-12-31;1.8;-2.2;-4.4;0
흀jord Ii;SN71780;2021-01-01;-1.3;-3.8;-6.7;0.1
흀jord Ii;SN71780;2021-01-02;2.4;-2.3;-5.3;0
흀jord Ii;SN71780;2021-01-03;-5.2;-8.1;-8.8;0
흀jord Ii;SN71780;2021-01-04;-6.8;-8;-9.1;0
흀jord Ii;SN71780;2021-01-05;-4.3;-6.6;-8.3;0
흀jord Ii;SN71780;2021-01-06;-5.8;-7.8;-8.7;0
흀jord Ii;SN71780;2021-01-07;-5.6;-7.6;-9.8;0
흀jord Ii;SN71780;2021-01-08;-6.4;-9.6;-10.7;0
흀jord Ii;SN71780;2021-01-09;-0.6;-4.1;-9.8;0
흀jord Ii;SN71780;2021-01-10;1.3;-0.7;-1.9;2.7
흀jord Ii;SN71780;2021-01-11;-1.3;-4.6;-7.3;7.7
흀jord Ii;SN71780;2021-01-12;-2.3;-4.1;-7.4;0.9
흀jord Ii;SN71780;2021-01-13;-3.4;-8.9;-11.7;0.9
흀jord Ii;SN71780;2021-01-14;-11.5;-13.8;-14.4;0
흀jord Ii;SN71780;2021-01-15;-5.4;-9.4;-16.7;0.1
흀jord Ii;SN71780;2021-01-16;-1.8;-5;-8.4;0.1
흀jord Ii;SN71780;2021-01-17;-4;-9.7;-11.2;0
흀jord Ii;SN71780;2021-01-18;0.6;-4;-10.9;0.1
흀jord Ii;SN71780;2021-01-19;1.1;-4.2;-9;0
흀jord Ii;SN71780;2021-01-20;-0.4;-1.5;-2.7;0
흀jord Ii;SN71780;2021-01-21;0.6;-0.9;-2.4;1
흀jord Ii;SN71780;2021-01-22;6.4;3.8;-0.9;0.3
흀jord Ii;SN71780;2021-01-23;4.5;-2;-3.2;0
흀jord Ii;SN71780;2021-01-24;0.6;-1.1;-2.2;4.6
흀jord Ii;SN71780;2021-01-25;0.1;-7;-9.7;4.7
흀jord Ii;SN71780;2021-01-26;0.5;-2.3;-6.8;0.6
흀jord Ii;SN71780;2021-01-27;0.5;-3.7;-7.5;7.9
흀jord Ii;SN71780;2021-01-28;-1.9;-5.6;-9;9.7
흀jord Ii;SN71780;2021-01-29;-1.5;-2.6;-4.4;2.6
흀jord Ii;SN71780;2021-01-30;1;-2.7;-4.5;6.2
흀jord Ii;SN71780;2021-01-31;-0.1;-4;-7.7;6
흀jord Ii;SN71780;2021-02-01;-1.6;-5.9;-7.5;4.3
흀jord Ii;SN71780;2021-02-02;-5.2;-12.2;-13.9;0.5
흀jord Ii;SN71780;2021-02-03;-8.3;-11.3;-16.8;0.1
흀jord Ii;SN71780;2021-02-04;-9.5;-15.4;-17.6;0
흀jord Ii;SN71780;2021-02-05;-8.6;-14.5;-20.9;0.1
흀jord Ii;SN71780;2021-02-06;-7.7;-11.2;-17.2;0.2
흀jord Ii;SN71780;2021-02-07;-7.3;-11;-13.9;0.4
흀jord Ii;SN71780;2021-02-08;-5.2;-10.4;-14.4;2.9
흀jord Ii;SN71780;2021-02-09;-5.2;-12.8;-19.6;0
흀jord Ii;SN71780;2021-02-10;-4.9;-14.5;-18.2;12.8
흀jord Ii;SN71780;2021-02-11;-10.6;-17.7;-22.5;0.1
흀jord Ii;SN71780;2021-02-12;0.2;-6.8;-19.4;0.2
흀jord Ii;SN71780;2021-02-13;2.5;0.9;-1.3;6.5
흀jord Ii;SN71780;2021-02-14;2.9;0.1;-2.3;38.5
흀jord Ii;SN71780;2021-02-15;-0.6;-2.8;-5.1;0.2
흀jord Ii;SN71780;2021-02-16;-2.6;-4.8;-9.1;0
흀jord Ii;SN71780;2021-02-17;0.3;-0.2;-3.2;0
흀jord Ii;SN71780;2021-02-18;3.1;1.1;-3.1;0
흀jord Ii;SN71780;2021-02-19;6.3;3.2;1;1.4
흀jord Ii;SN71780;2021-02-20;4.3;2.7;0.4;1.1
흀jord Ii;SN71780;2021-02-21;9.2;4.7;1.3;2.2
흀jord Ii;SN71780;2021-02-22;5.4;2.3;-0.2;0.3
흀jord Ii;SN71780;2021-02-23;6.6;4.6;1.5;7.5
흀jord Ii;SN71780;2021-02-24;8.7;5;2.4;0
흀jord Ii;SN71780;2021-02-25;8.6;4.9;2.1;4
흀jord Ii;SN71780;2021-02-26;6.5;4.8;1.7;6.4
흀jord Ii;SN71780;2021-02-27;7.2;6;3.4;6.2
흀jord Ii;SN71780;2021-02-28;6.5;6;5.6;13.3
흀jord Ii;SN71780;2021-03-01;6.8;4.8;3;11.7
