Name;Station;Time;Max_temp;Mean_temp;Min_temp;Precipitation
흀jord Ii;SN71780;2019-01-01;7.2;3.1;1.3;30.1
흀jord Ii;SN71780;2019-01-02;3.8;1.8;-0.5;11.4
흀jord Ii;SN71780;2019-01-03;7;5.7;1.2;5.2
흀jord Ii;SN71780;2019-01-04;8;6.8;6.1;47.8
흀jord Ii;SN71780;2019-01-05;6.1;5.5;4.6;2.1
흀jord Ii;SN71780;2019-01-06;7.6;5.9;4.4;9.6
흀jord Ii;SN71780;2019-01-07;4.9;1.6;0.3;6
흀jord Ii;SN71780;2019-01-08;1.2;0.1;-1;2.9
흀jord Ii;SN71780;2019-01-09;1.2;-0.1;-1.8;8.5
흀jord Ii;SN71780;2019-01-10;7.5;4.6;0.2;9.4
흀jord Ii;SN71780;2019-01-11;7.3;2.8;1.7;16.6
흀jord Ii;SN71780;2019-01-12;2.7;0.4;-0.4;11.4
흀jord Ii;SN71780;2019-01-13;2.6;0;-1.8;4.6
흀jord Ii;SN71780;2019-01-14;3.1;0.5;-2.2;13.7
흀jord Ii;SN71780;2019-01-15;0.4;-4.5;-7.3;5.7
흀jord Ii;SN71780;2019-01-16;-5;-7.5;-10.6;0
흀jord Ii;SN71780;2019-01-17;0;-5.6;-12.1;0.7
흀jord Ii;SN71780;2019-01-18;0.4;-1.2;-3.5;11.2
흀jord Ii;SN71780;2019-01-19;0.5;-2.2;-4.9;14.5
흀jord Ii;SN71780;2019-01-20;-1.7;-6.5;-8.6;6.8
흀jord Ii;SN71780;2019-01-21;-4.5;-6.9;-10.4;0.3
흀jord Ii;SN71780;2019-01-22;-2.1;-6.2;-9.4;2.6
흀jord Ii;SN71780;2019-01-23;-6.1;-8.8;-12.1;0
흀jord Ii;SN71780;2019-01-24;-2.7;-4.8;-8.8;0
흀jord Ii;SN71780;2019-01-25;-1.8;-3.3;-4.8;0
흀jord Ii;SN71780;2019-01-26;-2.1;-3.8;-5.2;0
흀jord Ii;SN71780;2019-01-27;-3.9;-5;-5.9;0
흀jord Ii;SN71780;2019-01-28;-2.3;-4;-6;0
흀jord Ii;SN71780;2019-01-29;-1.1;-3.5;-5.1;0
흀jord Ii;SN71780;2019-01-30;-0.9;-4.1;-8.1;0.1
흀jord Ii;SN71780;2019-01-31;0.1;-1.2;-3.7;0.4
흀jord Ii;SN71780;2019-02-01;-0.6;-2.3;-3.1;0
흀jord Ii;SN71780;2019-02-02;-2.6;-5.8;-7;0
흀jord Ii;SN71780;2019-02-03;-5;-6.3;-7.8;0
흀jord Ii;SN71780;2019-02-04;-4.7;-7.4;-9.3;1.8
흀jord Ii;SN71780;2019-02-05;-6.7;-10.5;-14.2;0
흀jord Ii;SN71780;2019-02-06;-0.6;-5.8;-11.7;0
흀jord Ii;SN71780;2019-02-07;3.8;1.6;-2.6;10.8
흀jord Ii;SN71780;2019-02-08;2.5;0.2;-0.9;0
흀jord Ii;SN71780;2019-02-09;3.4;1.4;-2.2;0.2
흀jord Ii;SN71780;2019-02-10;1.8;0.1;-0.7;5.1
흀jord Ii;SN71780;2019-02-11;0.8;-0.4;-3.6;6.4
흀jord Ii;SN71780;2019-02-12;1.3;0.9;-1.3;12.5
흀jord Ii;SN71780;2019-02-13;6.6;4.5;0.3;14.4
흀jord Ii;SN71780;2019-02-14;8.2;5.4;1.4;6.7
흀jord Ii;SN71780;2019-02-15;7.7;4.4;1.4;13.9
흀jord Ii;SN71780;2019-02-16;7.2;4.4;-0.1;2.5
흀jord Ii;SN71780;2019-02-17;3.8;1.8;-2.3;0.5
흀jord Ii;SN71780;2019-02-18;7.5;3.5;0.8;0
흀jord Ii;SN71780;2019-02-19;5.4;2.5;0.7;0
흀jord Ii;SN71780;2019-02-20;3.1;0.1;-1.5;8.8
흀jord Ii;SN71780;2019-02-21;0.9;-0.1;-1.8;0
흀jord Ii;SN71780;2019-02-22;4.8;3.1;0;6.6
흀jord Ii;SN71780;2019-02-23;8.3;4.8;2.5;8.1
흀jord Ii;SN71780;2019-02-24;8.1;6.1;0.1;0.7
흀jord Ii;SN71780;2019-02-25;7.5;6.4;4.9;0
흀jord Ii;SN71780;2019-02-26;8.3;6.6;5.2;5.1
흀jord Ii;SN71780;2019-02-27;7.3;5.9;4.5;2
흀jord Ii;SN71780;2019-02-28;5.1;1.8;0.2;9.3
흀jord Ii;SN71780;2019-03-01;2.8;1.3;0;10.9
흀jord Ii;SN71780;2019-03-02;4.5;1.1;-0.3;26.7
흀jord Ii;SN71780;2019-03-03;0.4;-0.7;-1.5;7.3
흀jord Ii;SN71780;2019-03-04;0;-3.4;-4.9;0
흀jord Ii;SN71780;2019-03-05;-3;-;-10.7;0
흀jord Ii;SN71780;2019-03-06;-0.5;-7.4;-13.4;0
흀jord Ii;SN71780;2019-03-07;-0.7;-4.1;-9.1;0
흀jord Ii;SN71780;2019-03-08;0.7;-3.2;-7.6;1.2
흀jord Ii;SN71780;2019-03-09;1.3;-3.5;-5.6;7.7
흀jord Ii;SN71780;2019-03-10;-0.1;-7.1;-12.6;1.9
흀jord Ii;SN71780;2019-03-11;2.6;-4.7;-11.5;0.4
흀jord Ii;SN71780;2019-03-12;0.7;-2.3;-7.7;0.8
흀jord Ii;SN71780;2019-03-13;1;-0.2;-1.2;0
흀jord Ii;SN71780;2019-03-14;6.1;1.2;-1;2.6
흀jord Ii;SN71780;2019-03-15;6.2;-0.3;-4.9;0
흀jord Ii;SN71780;2019-03-16;5.7;-0.2;-4.2;0
흀jord Ii;SN71780;2019-03-17;1.9;0;-3.7;0
흀jord Ii;SN71780;2019-03-18;5.2;0.7;-1.7;0
흀jord Ii;SN71780;2019-03-19;6.7;2.3;-2.6;1
흀jord Ii;SN71780;2019-03-20;6.8;4.5;2.7;2.6
흀jord Ii;SN71780;2019-03-21;7.6;4.9;1.8;5.2
흀jord Ii;SN71780;2019-03-22;9.5;5.6;1.2;0.4
흀jord Ii;SN71780;2019-03-23;9;3.6;1.3;5.6
흀jord Ii;SN71780;2019-03-24;3.6;1.3;0.1;6.1
흀jord Ii;SN71780;2019-03-25;4.1;0.7;-2.4;6.8
흀jord Ii;SN71780;2019-03-26;3.4;1.9;0.2;8.5
흀jord Ii;SN71780;2019-03-27;7.1;5.8;0.6;7.4
흀jord Ii;SN71780;2019-03-28;12.1;8.7;4.8;7.1
흀jord Ii;SN71780;2019-03-29;10;4.6;1.8;9
흀jord Ii;SN71780;2019-03-30;4.8;2.3;0.8;12.3
흀jord Ii;SN71780;2019-03-31;3.6;1;-1.7;12.3
흀jord Ii;SN71780;2019-04-01;5.9;2.7;0.1;7.5
흀jord Ii;SN71780;2019-04-02;6.6;2;-1.6;4.8
흀jord Ii;SN71780;2019-04-03;10.7;3.3;-1.9;0
흀jord Ii;SN71780;2019-04-04;8.6;3.4;-1.3;0
흀jord Ii;SN71780;2019-04-05;9.6;6.4;0.6;0
흀jord Ii;SN71780;2019-04-06;7.7;4;0.7;0
흀jord Ii;SN71780;2019-04-07;5.4;2.3;1.6;0.2
흀jord Ii;SN71780;2019-04-08;6.1;0.2;-4.9;0.3
흀jord Ii;SN71780;2019-04-09;4.4;0.4;-3.1;0
흀jord Ii;SN71780;2019-04-10;3.4;-1.5;-6.1;0
흀jord Ii;SN71780;2019-04-11;6.8;-0.3;-7.2;0
흀jord Ii;SN71780;2019-04-12;6.5;0.1;-7.1;0
흀jord Ii;SN71780;2019-04-13;7.8;1.1;-5.8;0
흀jord Ii;SN71780;2019-04-14;12.2;3.4;-3.9;0
흀jord Ii;SN71780;2019-04-15;12.1;4.4;-3.2;0
흀jord Ii;SN71780;2019-04-16;15.7;8;-2;0
흀jord Ii;SN71780;2019-04-17;15.3;9.2;3.5;0
흀jord Ii;SN71780;2019-04-18;16.2;8.2;-1.4;0
흀jord Ii;SN71780;2019-04-19;16.5;9.5;4.5;0
흀jord Ii;SN71780;2019-04-20;20.1;10.6;1.4;0
흀jord Ii;SN71780;2019-04-21;10.5;7.9;7.2;3.9
흀jord Ii;SN71780;2019-04-22;22.3;11.8;6.4;3
흀jord Ii;SN71780;2019-04-23;21.1;13.2;2.3;0
흀jord Ii;SN71780;2019-04-24;19.6;14.2;6.1;0
흀jord Ii;SN71780;2019-04-25;20.3;16.4;9.8;0
흀jord Ii;SN71780;2019-04-26;20.3;15.9;12;0
흀jord Ii;SN71780;2019-04-27;21;16.3;8;0
흀jord Ii;SN71780;2019-04-28;22.3;15.4;11.7;0
흀jord Ii;SN71780;2019-04-29;16.2;9.3;4.2;0
흀jord Ii;SN71780;2019-04-30;12.2;8.1;6.1;0.6
흀jord Ii;SN71780;2019-05-01;6.2;4.5;3.7;2.9
흀jord Ii;SN71780;2019-05-02;6.9;2.5;0.1;9.6
흀jord Ii;SN71780;2019-05-03;5.1;1.7;-2.2;5.6
흀jord Ii;SN71780;2019-05-04;5.5;2.8;0.4;7.8
흀jord Ii;SN71780;2019-05-05;5.5;2.4;0.7;19.2
흀jord Ii;SN71780;2019-05-06;7.5;1.6;-3.2;1.4
흀jord Ii;SN71780;2019-05-07;6.7;2.4;-3.1;1.4
흀jord Ii;SN71780;2019-05-08;7.4;3.4;1.6;3.5
흀jord Ii;SN71780;2019-05-09;10.2;6;-1.6;1.7
흀jord Ii;SN71780;2019-05-10;14.1;10.2;6.6;1.9
흀jord Ii;SN71780;2019-05-11;8.7;5;4.6;5.2
흀jord Ii;SN71780;2019-05-12;8.2;5;0.1;6.7
흀jord Ii;SN71780;2019-05-13;7.4;5;1.3;1.3
흀jord Ii;SN71780;2019-05-14;8.7;6.5;3.4;3.6
흀jord Ii;SN71780;2019-05-15;13.2;8.8;7.4;5.1
흀jord Ii;SN71780;2019-05-16;13.3;8.3;3.9;0.8
흀jord Ii;SN71780;2019-05-17;23.1;14.2;3.8;0
흀jord Ii;SN71780;2019-05-18;21.9;17.3;8.8;0
흀jord Ii;SN71780;2019-05-19;20.3;15.3;13.2;0
흀jord Ii;SN71780;2019-05-20;19.3;14.2;8.6;0.1
흀jord Ii;SN71780;2019-05-21;24.8;17.6;8.7;0.1
흀jord Ii;SN71780;2019-05-22;23.3;18.4;10.2;0
흀jord Ii;SN71780;2019-05-23;21;10.8;10.2;0
흀jord Ii;SN71780;2019-05-24;17.1;11;5.4;0.8
흀jord Ii;SN71780;2019-05-25;11.6;8.3;5.4;3
흀jord Ii;SN71780;2019-05-26;9.8;6.2;2.9;0
흀jord Ii;SN71780;2019-05-27;9.5;5.6;1.7;1.8
흀jord Ii;SN71780;2019-05-28;9.9;5.8;2;1.3
흀jord Ii;SN71780;2019-05-29;8.5;5.9;2.8;1.1
흀jord Ii;SN71780;2019-05-30;8.6;5.4;2.4;1.8
흀jord Ii;SN71780;2019-05-31;8.8;6.4;3.2;8.3
흀jord Ii;SN71780;2019-06-01;14.3;8.8;6.1;14.8
흀jord Ii;SN71780;2019-06-02;15.5;10.8;5.2;0.8
흀jord Ii;SN71780;2019-06-03;21.7;14.8;11.5;0
흀jord Ii;SN71780;2019-06-04;18.6;13;8.3;8.5
흀jord Ii;SN71780;2019-06-05;19.9;14.7;7.4;1.3
흀jord Ii;SN71780;2019-06-06;28.6;19.1;8.5;0
흀jord Ii;SN71780;2019-06-07;28.1;13.5;10.5;0
흀jord Ii;SN71780;2019-06-08;24.1;16.5;8.7;14.2
흀jord Ii;SN71780;2019-06-09;23.5;15.7;13.8;0.6
흀jord Ii;SN71780;2019-06-10;15.2;11;8.9;2.5
흀jord Ii;SN71780;2019-06-11;16.7;12.4;6.4;0.2
흀jord Ii;SN71780;2019-06-12;20.9;14.1;5.2;0.1
흀jord Ii;SN71780;2019-06-13;18.1;13.9;10.2;0.2
흀jord Ii;SN71780;2019-06-14;20.5;16;11.2;0
흀jord Ii;SN71780;2019-06-15;18.8;14.1;9.9;0
흀jord Ii;SN71780;2019-06-16;25.1;17;9.3;0
흀jord Ii;SN71780;2019-06-17;18.5;13.8;10.9;6.1
흀jord Ii;SN71780;2019-06-18;20.3;13.7;10.8;7.9
흀jord Ii;SN71780;2019-06-19;18.8;14.2;8.7;8.6
흀jord Ii;SN71780;2019-06-20;20.5;15.9;13.4;0.1
흀jord Ii;SN71780;2019-06-21;16.1;12.4;11.5;5.7
흀jord Ii;SN71780;2019-06-22;13.5;10.6;9;2.1
흀jord Ii;SN71780;2019-06-23;13.1;10.1;8.3;5.7
흀jord Ii;SN71780;2019-06-24;18.2;12.6;8.8;4.9
흀jord Ii;SN71780;2019-06-25;19.9;14;6.6;0
흀jord Ii;SN71780;2019-06-26;16.5;9.9;6.3;0
흀jord Ii;SN71780;2019-06-27;12.7;10;9.3;12.3
흀jord Ii;SN71780;2019-06-28;11.7;10.6;8.4;2.5
흀jord Ii;SN71780;2019-06-29;11.6;10.6;10.4;20
흀jord Ii;SN71780;2019-06-30;15.3;12.2;10.2;25.3
흀jord Ii;SN71780;2019-07-01;12.2;9.6;8.9;10.3
흀jord Ii;SN71780;2019-07-02;10.1;7.8;6.4;5.5
흀jord Ii;SN71780;2019-07-03;8.5;6.9;5.4;22.8
흀jord Ii;SN71780;2019-07-04;12.8;8.5;5.4;34
흀jord Ii;SN71780;2019-07-05;10.4;9.4;8.7;14.4
흀jord Ii;SN71780;2019-07-06;12.1;10.2;8.3;6.3
흀jord Ii;SN71780;2019-07-07;16.3;11.3;8.4;1.4
흀jord Ii;SN71780;2019-07-08;13.7;10.3;5.3;0.4
흀jord Ii;SN71780;2019-07-09;15.9;12.3;10.3;1.9
흀jord Ii;SN71780;2019-07-10;15.4;11.2;8.6;0
흀jord Ii;SN71780;2019-07-11;16.6;11.9;5.9;0
흀jord Ii;SN71780;2019-07-12;16.8;12.4;7.7;0
흀jord Ii;SN71780;2019-07-13;15;11.9;10.6;0
흀jord Ii;SN71780;2019-07-14;12;10.5;9.4;0
흀jord Ii;SN71780;2019-07-15;12.2;10.3;8.8;6.6
흀jord Ii;SN71780;2019-07-16;13.5;11.3;9;0.6
흀jord Ii;SN71780;2019-07-17;18.9;14;9.9;0.1
흀jord Ii;SN71780;2019-07-18;26.1;18.1;8.6;0
흀jord Ii;SN71780;2019-07-19;23.6;16.6;11.4;0
흀jord Ii;SN71780;2019-07-20;25;19.5;13.3;0.3
흀jord Ii;SN71780;2019-07-21;23.1;18.4;15.7;0
흀jord Ii;SN71780;2019-07-22;22.8;17;11.7;5.3
흀jord Ii;SN71780;2019-07-23;21.4;16.5;14.4;0
흀jord Ii;SN71780;2019-07-24;27.1;21.8;16;8.5
흀jord Ii;SN71780;2019-07-25;31.1;21;16.7;0
흀jord Ii;SN71780;2019-07-26;32.2;24;13.9;0
흀jord Ii;SN71780;2019-07-27;31.5;25.6;19.8;0
흀jord Ii;SN71780;2019-07-28;33.2;26.2;16.6;0
흀jord Ii;SN71780;2019-07-29;30.9;24.8;20.8;0
흀jord Ii;SN71780;2019-07-30;23.4;17.1;14.1;0.1
흀jord Ii;SN71780;2019-07-31;23.2;17.7;13.5;0
흀jord Ii;SN71780;2019-08-01;21.7;15.9;10.4;0
흀jord Ii;SN71780;2019-08-02;18.2;13.4;8;0.2
흀jord Ii;SN71780;2019-08-03;15.8;12.6;9.6;0
흀jord Ii;SN71780;2019-08-04;17;12.5;8.7;0.5
흀jord Ii;SN71780;2019-08-05;15.5;12.1;9.8;0
흀jord Ii;SN71780;2019-08-06;19.7;13.4;7.1;0.2
흀jord Ii;SN71780;2019-08-07;19.8;14.1;7.3;0
흀jord Ii;SN71780;2019-08-08;17.3;14.6;13.6;0
흀jord Ii;SN71780;2019-08-09;18.5;14.2;12.3;0.6
흀jord Ii;SN71780;2019-08-10;23.5;18.8;12.8;0
흀jord Ii;SN71780;2019-08-11;24.8;18.8;17.2;0
흀jord Ii;SN71780;2019-08-12;20;13.4;12.2;0.9
흀jord Ii;SN71780;2019-08-13;12.7;11.4;10.3;22.3
흀jord Ii;SN71780;2019-08-14;15.8;-;9.8;16.1
흀jord Ii;SN71780;2019-08-15;19.2;13.3;7.1;0.4
흀jord Ii;SN71780;2019-08-16;16.4;13.1;10.8;0
흀jord Ii;SN71780;2019-08-17;20.5;15.9;10.4;0.8
흀jord Ii;SN71780;2019-08-18;18.8;14.3;11.2;9.4
흀jord Ii;SN71780;2019-08-19;21.9;14;8.6;2.7
흀jord Ii;SN71780;2019-08-20;17.9;13.3;9.8;2.5
흀jord Ii;SN71780;2019-08-21;14.2;11.7;11.1;2.8
흀jord Ii;SN71780;2019-08-22;20.3;12.8;5;2.6
흀jord Ii;SN71780;2019-08-23;18.1;12.5;8.5;0.1
흀jord Ii;SN71780;2019-08-24;18.9;13.6;7.2;0
흀jord Ii;SN71780;2019-08-25;16.4;13.7;13.2;3.2
흀jord Ii;SN71780;2019-08-26;26.4;17.4;12;13.6
흀jord Ii;SN71780;2019-08-27;25.7;17.2;11.1;0
흀jord Ii;SN71780;2019-08-28;28.7;21;12.7;0
흀jord Ii;SN71780;2019-08-29;24;15.2;13.1;0
흀jord Ii;SN71780;2019-08-30;21.3;14.5;8.6;11
흀jord Ii;SN71780;2019-08-31;20;15.7;13;2.9
흀jord Ii;SN71780;2019-09-01;20.2;15.2;12.7;0.6
흀jord Ii;SN71780;2019-09-02;13.8;10;8.9;6.8
흀jord Ii;SN71780;2019-09-03;12.4;8.6;3.6;2.7
흀jord Ii;SN71780;2019-09-04;15.1;11.2;8;10.5
흀jord Ii;SN71780;2019-09-05;11.5;9.3;8.9;8
흀jord Ii;SN71780;2019-09-06;12.8;9.1;6.8;27.8
흀jord Ii;SN71780;2019-09-07;13.8;9;7.1;7.3
흀jord Ii;SN71780;2019-09-08;16.7;9.2;3.7;0.1
흀jord Ii;SN71780;2019-09-09;19.3;12.4;4.2;0
흀jord Ii;SN71780;2019-09-10;20.9;14.8;9;0
흀jord Ii;SN71780;2019-09-11;20.8;15.4;12.8;0
흀jord Ii;SN71780;2019-09-12;12.8;11;9.6;9.7
흀jord Ii;SN71780;2019-09-13;11.2;9.6;7.3;18.8
흀jord Ii;SN71780;2019-09-14;12;9;6.7;28.2
흀jord Ii;SN71780;2019-09-15;11;9.6;7.6;17.6
흀jord Ii;SN71780;2019-09-16;11.3;9.5;8.3;28
흀jord Ii;SN71780;2019-09-17;12.5;8.2;6.5;28.2
흀jord Ii;SN71780;2019-09-18;10.6;7.2;4.9;14.6
흀jord Ii;SN71780;2019-09-19;8;5.7;1.9;9.4
흀jord Ii;SN71780;2019-09-20;11.8;9.7;5.4;33.3
흀jord Ii;SN71780;2019-09-21;11.9;11.1;10.8;46.8
흀jord Ii;SN71780;2019-09-22;11.3;9;7.2;7
흀jord Ii;SN71780;2019-09-23;15.2;9.7;6.6;0
흀jord Ii;SN71780;2019-09-24;15.3;8.6;3.8;0
흀jord Ii;SN71780;2019-09-25;15.4;9.6;3.5;0
흀jord Ii;SN71780;2019-09-26;16.1;10.1;2.9;0
흀jord Ii;SN71780;2019-09-27;15.1;12.2;9.9;0
흀jord Ii;SN71780;2019-09-28;16.8;12.2;10.8;0
흀jord Ii;SN71780;2019-09-29;11.5;8.3;6;0.1
흀jord Ii;SN71780;2019-09-30;6.2;2.2;-0.2;15.3
흀jord Ii;SN71780;2019-10-01;4.2;1.4;-1.4;5.5
흀jord Ii;SN71780;2019-10-02;12.2;6.4;1.6;9.1
흀jord Ii;SN71780;2019-10-03;7.6;4.6;3.4;2.1
흀jord Ii;SN71780;2019-10-04;6;1.9;-1;0
흀jord Ii;SN71780;2019-10-05;5.5;-0.3;-4.2;0
흀jord Ii;SN71780;2019-10-06;9.6;1.8;-3.9;0
흀jord Ii;SN71780;2019-10-07;9.8;4.2;1.3;0
흀jord Ii;SN71780;2019-10-08;10.6;4.9;-0.3;0.1
흀jord Ii;SN71780;2019-10-09;10.7;6.1;3.5;0
흀jord Ii;SN71780;2019-10-10;10.7;3.5;-0.5;0
흀jord Ii;SN71780;2019-10-11;8.1;3.3;-1.1;0
흀jord Ii;SN71780;2019-10-12;7.3;3.2;-0.6;0.2
흀jord Ii;SN71780;2019-10-13;8.1;2.5;0.1;6.7
흀jord Ii;SN71780;2019-10-14;7.1;0.9;-2.1;6.8
흀jord Ii;SN71780;2019-10-15;8;1.6;-2.3;0.1
흀jord Ii;SN71780;2019-10-16;9;5.6;0.3;0
흀jord Ii;SN71780;2019-10-17;10.2;7.5;5.7;3
흀jord Ii;SN71780;2019-10-18;11.7;6.7;5.1;0.1
흀jord Ii;SN71780;2019-10-19;7.9;4.7;0.7;0
흀jord Ii;SN71780;2019-10-20;6.5;3;-0.9;0
흀jord Ii;SN71780;2019-10-21;5;2.7;-1.5;0.3
흀jord Ii;SN71780;2019-10-22;12.4;7.9;4.4;3.6
흀jord Ii;SN71780;2019-10-23;8.4;6.4;3.2;2.6
흀jord Ii;SN71780;2019-10-24;11.2;8.5;7;14.4
흀jord Ii;SN71780;2019-10-25;11;6.1;4.8;0.9
흀jord Ii;SN71780;2019-10-26;6.4;2.6;0.5;16.5
흀jord Ii;SN71780;2019-10-27;4.3;2.1;0.2;10.1
흀jord Ii;SN71780;2019-10-28;3.9;1.8;0.2;6.7
흀jord Ii;SN71780;2019-10-29;5.2;2.9;0.7;11.4
흀jord Ii;SN71780;2019-10-30;6.8;5;2.1;17.3
흀jord Ii;SN71780;2019-10-31;6.1;3.7;2.9;6
흀jord Ii;SN71780;2019-11-01;5.7;2.7;0.3;5.9
흀jord Ii;SN71780;2019-11-02;3.3;0.5;-1.1;3
흀jord Ii;SN71780;2019-11-03;0;-3.7;-5.2;1.5
흀jord Ii;SN71780;2019-11-04;0.1;-4.9;-6.4;0
흀jord Ii;SN71780;2019-11-05;-3.1;-7.4;-9.3;0.1
흀jord Ii;SN71780;2019-11-06;-2.4;-5.7;-10.6;0
흀jord Ii;SN71780;2019-11-07;-1.5;-5.1;-7;0
흀jord Ii;SN71780;2019-11-08;-3.6;-6.7;-8.1;0
흀jord Ii;SN71780;2019-11-09;-3.2;-8.2;-10.9;0
흀jord Ii;SN71780;2019-11-10;-3.1;-6.5;-10.7;0
흀jord Ii;SN71780;2019-11-11;-2.9;-4.5;-6.9;0
흀jord Ii;SN71780;2019-11-12;4.6;-1.4;-8.9;0
흀jord Ii;SN71780;2019-11-13;4.4;-1.2;-3;0
흀jord Ii;SN71780;2019-11-14;-1.3;-3.3;-4.2;0
흀jord Ii;SN71780;2019-11-15;1.7;-1.5;-5.4;0
흀jord Ii;SN71780;2019-11-16;3.3;-0.1;-3.9;0.1
흀jord Ii;SN71780;2019-11-17;4.1;-;-1.1;0
흀jord Ii;SN71780;2019-11-18;3.7;-;-1.9;0.3
흀jord Ii;SN71780;2019-11-19;3.8;1.2;0;9.2
흀jord Ii;SN71780;2019-11-20;1.6;-0.4;-2;13.1
흀jord Ii;SN71780;2019-11-21;6.4;2.5;-3.6;0
흀jord Ii;SN71780;2019-11-22;7.6;6.8;4.6;0
흀jord Ii;SN71780;2019-11-23;7.3;4.1;2.6;0
흀jord Ii;SN71780;2019-11-24;3.4;-0.5;-1.3;0
흀jord Ii;SN71780;2019-11-25;1.1;0.2;-1.3;0
흀jord Ii;SN71780;2019-11-26;0.6;-1;-2.1;0.1
흀jord Ii;SN71780;2019-11-27;0.8;-1.4;-4.6;0
흀jord Ii;SN71780;2019-11-28;0.6;-3.5;-6.4;0
흀jord Ii;SN71780;2019-11-29;3.7;1.1;-6.1;6.4
흀jord Ii;SN71780;2019-11-30;1.9;0.6;-3.6;8.9
흀jord Ii;SN71780;2019-12-01;3.8;1.4;-0.1;9.2
흀jord Ii;SN71780;2019-12-02;2.5;1.1;-1.5;12.7
흀jord Ii;SN71780;2019-12-03;7.5;5;0.4;6.3
흀jord Ii;SN71780;2019-12-04;8.3;6.4;3.6;34.5
흀jord Ii;SN71780;2019-12-05;6.5;3.4;1.5;4.3
흀jord Ii;SN71780;2019-12-06;4.5;3.2;1;15.3
흀jord Ii;SN71780;2019-12-07;4.2;1.6;0.5;14.8
흀jord Ii;SN71780;2019-12-08;2.7;-0.2;-1;16.5
흀jord Ii;SN71780;2019-12-09;-0.6;-2.4;-5;3
흀jord Ii;SN71780;2019-12-10;0.5;-1.4;-4.8;9.6
흀jord Ii;SN71780;2019-12-11;6.4;2.9;-1;9
흀jord Ii;SN71780;2019-12-12;6.6;5.7;5.1;0.1
흀jord Ii;SN71780;2019-12-13;5.4;0.7;-2.3;0.1
흀jord Ii;SN71780;2019-12-14;4.9;3.8;2.5;0
흀jord Ii;SN71780;2019-12-15;4;3.2;0.7;0
흀jord Ii;SN71780;2019-12-16;4.2;-0.4;-1.8;0
흀jord Ii;SN71780;2019-12-17;3.3;1;-0.2;6.9
흀jord Ii;SN71780;2019-12-18;0.3;-1.1;-2.3;2.3
흀jord Ii;SN71780;2019-12-19;3.4;0.9;-0.8;6.4
흀jord Ii;SN71780;2019-12-20;7.2;2.5;-2.3;0.1
흀jord Ii;SN71780;2019-12-21;8.9;5.8;3;0
흀jord Ii;SN71780;2019-12-22;4.9;2.1;1.8;1.7
흀jord Ii;SN71780;2019-12-23;2.2;1.3;-0.5;1.4
흀jord Ii;SN71780;2019-12-24;0.3;-1.7;-3.1;0.1
흀jord Ii;SN71780;2019-12-25;-1.4;-2.5;-4.6;0.1
흀jord Ii;SN71780;2019-12-26;-0.1;-1.1;-2.6;1.3
흀jord Ii;SN71780;2019-12-27;-1;-3.4;-5.7;0
흀jord Ii;SN71780;2019-12-28;4.2;0.9;-5;1.5
흀jord Ii;SN71780;2019-12-29;9.5;5.4;1.3;9.3
흀jord Ii;SN71780;2019-12-30;9;6.3;5.2;16.9
흀jord Ii;SN71780;2019-12-31;6.4;4.5;1.9;9.9
흀jord Ii;SN71780;2020-01-01;9;7.4;5.2;40.7
흀jord Ii;SN71780;2020-01-02;10.6;6.7;2.7;16.2
흀jord Ii;SN71780;2020-01-03;9.9;2.4;-0.8;11.7
흀jord Ii;SN71780;2020-01-04;4.6;2.1;0.4;8.4
흀jord Ii;SN71780;2020-01-05;6.4;3;-0.8;5.2
흀jord Ii;SN71780;2020-01-06;7.4;5;3.9;7.8
흀jord Ii;SN71780;2020-01-07;7.6;5;1;5.2
흀jord Ii;SN71780;2020-01-08;8.5;4.5;1.6;3.4
흀jord Ii;SN71780;2020-01-09;5.3;1.9;-0.3;12.4
흀jord Ii;SN71780;2020-01-10;3.3;1.8;-0.3;4.3
흀jord Ii;SN71780;2020-01-11;7.9;4.5;0.1;11.9
흀jord Ii;SN71780;2020-01-12;7.3;2.5;0.2;11.6
흀jord Ii;SN71780;2020-01-13;4.6;2.3;0.5;16
흀jord Ii;SN71780;2020-01-14;6.9;2.9;-0.3;4.2
흀jord Ii;SN71780;2020-01-15;4.7;1.9;-1.4;0
흀jord Ii;SN71780;2020-01-16;7.2;5.7;-1.1;0.5
흀jord Ii;SN71780;2020-01-17;6.8;4;2.7;3.8
흀jord Ii;SN71780;2020-01-18;5.8;1.6;-0.9;0
흀jord Ii;SN71780;2020-01-19;6.2;4.7;3.7;8.3
흀jord Ii;SN71780;2020-01-20;9.3;8;2.8;10.5
흀jord Ii;SN71780;2020-01-21;8.7;4.3;2.3;25.8
흀jord Ii;SN71780;2020-01-22;4.5;3.4;2.3;5.5
흀jord Ii;SN71780;2020-01-23;7.9;5.3;0.8;9.1
흀jord Ii;SN71780;2020-01-24;5.5;2.3;0.4;12.5
흀jord Ii;SN71780;2020-01-25;5.3;2.5;0.2;9.9
흀jord Ii;SN71780;2020-01-26;7.9;5.9;4.8;15.1
흀jord Ii;SN71780;2020-01-27;4.8;2.3;0;5.9
흀jord Ii;SN71780;2020-01-28;3.6;0.6;-2.3;0
흀jord Ii;SN71780;2020-01-29;1.9;0.7;-1;0
흀jord Ii;SN71780;2020-01-30;1.6;0.1;-1.8;0
흀jord Ii;SN71780;2020-01-31;5.6;3.2;-1.9;0
