Name;Station;Time;Max_temp;Mean_temp;Min_temp
Namsos Lufthavn;SN72580;2022-06-02;20.6;14;10.3
Namsos Lufthavn;SN72580;2022-06-03;14.6;11.1;8.8
Namsos Lufthavn;SN72580;2022-06-04;10.7;8.4;7.6
Namsos Lufthavn;SN72580;2022-06-05;8.9;6.9;6
Namsos Lufthavn;SN72580;2022-06-06;17.4;10.4;1.9
Namsos Lufthavn;SN72580;2022-06-07;14.2;10.4;7.4
Namsos Lufthavn;SN72580;2022-06-08;14.9;10.7;7.1
Namsos Lufthavn;SN72580;2022-06-09;14.4;10.9;8.5
Namsos Lufthavn;SN72580;2022-06-10;22.2;13.9;3.3
Namsos Lufthavn;SN72580;2022-06-11;18.8;13.6;10.5
Namsos Lufthavn;SN72580;2022-06-12;19.2;13.6;11.5
Namsos Lufthavn;SN72580;2022-06-13;13.6;11;9.9
Namsos Lufthavn;SN72580;2022-06-14;12.3;10.1;9.3
Namsos Lufthavn;SN72580;2022-06-15;13.3;10.7;8.8
Namsos Lufthavn;SN72580;2022-06-16;15.4;12.4;9.7
Namsos Lufthavn;SN72580;2022-06-17;19.1;14.9;10.4
Namsos Lufthavn;SN72580;2022-06-18;19.5;12;10.9
Namsos Lufthavn;SN72580;2022-06-19;14.5;11.7;9.7
Namsos Lufthavn;SN72580;2022-06-20;18.4;13.5;8.6
Namsos Lufthavn;SN72580;2022-06-21;16.7;10.2;8.5
Namsos Lufthavn;SN72580;2022-06-22;14.8;10.7;6
Namsos Lufthavn;SN72580;2022-06-23;13.3;12.2;10.4
Namsos Lufthavn;SN72580;2022-06-24;25.1;18.2;12.1
Namsos Lufthavn;SN72580;2022-06-25;28.9;21.4;13.2
Namsos Lufthavn;SN72580;2022-06-26;31.5;22;13.9
Namsos Lufthavn;SN72580;2022-06-27;24.7;21.3;18.8
Namsos Lufthavn;SN72580;2022-06-28;28.1;17.7;13
Namsos Lufthavn;SN72580;2022-06-29;16.9;14.4;11.9
Namsos Lufthavn;SN72580;2022-06-30;28.9;21.1;11.8
Namsos Lufthavn;SN72580;2022-07-01;27.6;23.4;18.8
Namsos Lufthavn;SN72580;2022-07-02;23.7;16.8;12.9
Namsos Lufthavn;SN72580;2022-07-03;22.2;15.7;10.7
Namsos Lufthavn;SN72580;2022-07-04;22.9;15.2;10.1
Namsos Lufthavn;SN72580;2022-07-05;15.7;12.5;11.3
Namsos Lufthavn;SN72580;2022-07-06;12.7;10.5;9.2
Namsos Lufthavn;SN72580;2022-07-07;12.4;10.7;9.5
Namsos Lufthavn;SN72580;2022-07-08;12.9;11.4;9.5
Namsos Lufthavn;SN72580;2022-07-09;15.4;12.1;9.6
Namsos Lufthavn;SN72580;2022-07-10;13.9;12;11
Namsos Lufthavn;SN72580;2022-07-11;17.5;13;5.8
Namsos Lufthavn;SN72580;2022-07-12;25.7;17.3;10.2
Namsos Lufthavn;SN72580;2022-07-13;18.2;13.3;11.4
Namsos Lufthavn;SN72580;2022-07-14;14.2;10.7;10
Namsos Lufthavn;SN72580;2022-07-15;12.7;11.1;9.8
Namsos Lufthavn;SN72580;2022-07-16;11.8;10.3;9.3
Namsos Lufthavn;SN72580;2022-07-17;14.3;11.5;8.8
Namsos Lufthavn;SN72580;2022-07-18;14.9;12.4;10.4
Namsos Lufthavn;SN72580;2022-07-19;16.5;12.6;9.8
Namsos Lufthavn;SN72580;2022-07-20;21.7;16.4;11.7
Namsos Lufthavn;SN72580;2022-07-21;18;13.5;12.5
Namsos Lufthavn;SN72580;2022-07-22;14.4;12;10.5
Namsos Lufthavn;SN72580;2022-07-23;15.2;11.5;6.3
Namsos Lufthavn;SN72580;2022-07-24;21.7;14.9;8.6
Namsos Lufthavn;SN72580;2022-07-25;25.5;19.4;14.8
Namsos Lufthavn;SN72580;2022-07-26;20.9;13.9;12.6
Namsos Lufthavn;SN72580;2022-07-27;12.6;10.9;9.8
Namsos Lufthavn;SN72580;2022-07-28;14.3;11.5;8.9
Namsos Lufthavn;SN72580;2022-07-29;22.2;15.9;10.4
Namsos Lufthavn;SN72580;2022-07-30;26;17.6;10.2
Namsos Lufthavn;SN72580;2022-07-31;20.4;14.3;11.5
Namsos Lufthavn;SN72580;2022-08-01;13.2;11;9.9
Namsos Lufthavn;SN72580;2022-08-02;18.8;13.5;6.2
Namsos Lufthavn;SN72580;2022-08-03;20.2;15.3;12.8
Namsos Lufthavn;SN72580;2022-08-04;16.7;13.2;12.7
Namsos Lufthavn;SN72580;2022-08-05;16.5;12.4;9.9
Namsos Lufthavn;SN72580;2022-08-06;14.8;11.7;8.4
Namsos Lufthavn;SN72580;2022-08-07;15.2;11.6;9.6
Namsos Lufthavn;SN72580;2022-08-08;18.4;12.2;4.9
Namsos Lufthavn;SN72580;2022-08-09;17;14;11.2
Namsos Lufthavn;SN72580;2022-08-10;20.8;16.2;12.9
Namsos Lufthavn;SN72580;2022-08-11;19.7;13.4;13.2
Namsos Lufthavn;SN72580;2022-08-12;16.9;12.6;9.8
Namsos Lufthavn;SN72580;2022-08-13;17.8;12.9;9.2
Namsos Lufthavn;SN72580;2022-08-14;23.3;16.3;8.5
Namsos Lufthavn;SN72580;2022-08-15;26.9;20.7;13.8
Namsos Lufthavn;SN72580;2022-08-16;26.1;21.1;18.2
Namsos Lufthavn;SN72580;2022-08-17;19.4;11.5;10.1
Namsos Lufthavn;SN72580;2022-08-18;20.2;14.7;9.2
Namsos Lufthavn;SN72580;2022-08-19;23.8;18.1;14.6
Namsos Lufthavn;SN72580;2022-08-20;21.7;14.3;11.1
Namsos Lufthavn;SN72580;2022-08-21;21.9;14.8;12.4
Namsos Lufthavn;SN72580;2022-08-22;14.3;12.3;10.7
Namsos Lufthavn;SN72580;2022-08-23;20.2;13.5;7.8
Namsos Lufthavn;SN72580;2022-08-24;26.1;17.6;9.4
Namsos Lufthavn;SN72580;2022-08-25;25.2;18.3;13.3
Namsos Lufthavn;SN72580;2022-08-26;22.5;17;14.5
Namsos Lufthavn;SN72580;2022-08-27;15.1;12.6;11.5
Namsos Lufthavn;SN72580;2022-08-28;14.2;11.1;9.6
Namsos Lufthavn;SN72580;2022-08-29;13.8;10.6;9
Namsos Lufthavn;SN72580;2022-08-30;14.4;10.9;7.8
Namsos Lufthavn;SN72580;2022-08-31;13.2;10.1;6
Namsos Lufthavn;SN72580;2022-09-01;15.5;10.2;8.1
Namsos Lufthavn;SN72580;2022-09-02;16.4;10.7;5.2
Namsos Lufthavn;SN72580;2022-09-03;16.2;10.5;6.3
Namsos Lufthavn;SN72580;2022-09-04;17.8;11.8;5.2
Namsos Lufthavn;SN72580;2022-09-05;18.8;10.8;5
Namsos Lufthavn;SN72580;2022-09-06;14.5;8;3
Namsos Lufthavn;SN72580;2022-09-07;16.9;9;2.2
Namsos Lufthavn;SN72580;2022-09-08;19.8;12.7;8.7
Namsos Lufthavn;SN72580;2022-09-09;19.2;11;5.5
Namsos Lufthavn;SN72580;2022-09-10;17.3;9.8;5
Namsos Lufthavn;SN72580;2022-09-11;13.4;9.7;5.5
Namsos Lufthavn;SN72580;2022-09-12;15;10.5;5.9
Namsos Lufthavn;SN72580;2022-09-13;13.9;12.4;10.9
Namsos Lufthavn;SN72580;2022-09-14;14.8;12.1;11.2
Namsos Lufthavn;SN72580;2022-09-15;13.2;11;9.2
Namsos Lufthavn;SN72580;2022-09-16;13.3;11.9;10.5
Namsos Lufthavn;SN72580;2022-09-17;14;11.3;10.3
Namsos Lufthavn;SN72580;2022-09-18;12.3;10.4;9.5
Namsos Lufthavn;SN72580;2022-09-19;12;9.5;8.4
Namsos Lufthavn;SN72580;2022-09-20;12;7.6;5.6
Namsos Lufthavn;SN72580;2022-09-21;9.5;7;3.2
Namsos Lufthavn;SN72580;2022-09-22;15.7;11.4;8
Namsos Lufthavn;SN72580;2022-09-23;13.2;10.3;9.8
Namsos Lufthavn;SN72580;2022-09-24;11.8;8.6;5.8
Namsos Lufthavn;SN72580;2022-09-25;15.5;10.3;4.8
Namsos Lufthavn;SN72580;2022-09-26;13.9;12.4;10.7
Namsos Lufthavn;SN72580;2022-09-27;14.9;12.8;11.3
Namsos Lufthavn;SN72580;2022-09-28;15.3;12.1;10.4
Namsos Lufthavn;SN72580;2022-09-29;14.4;10.6;7
Namsos Lufthavn;SN72580;2022-09-30;13.6;9.5;7.3
Namsos Lufthavn;SN72580;2022-10-01;15.8;11.2;6.4
Namsos Lufthavn;SN72580;2022-10-02;12.2;10.1;8.7
Namsos Lufthavn;SN72580;2022-10-03;11.2;10.1;8.6
Namsos Lufthavn;SN72580;2022-10-04;13.1;10.4;7.4
Namsos Lufthavn;SN72580;2022-10-05;11;9.3;6.1
Namsos Lufthavn;SN72580;2022-10-06;10.8;8.9;7.6
Namsos Lufthavn;SN72580;2022-10-07;11.9;9.1;7.3
Namsos Lufthavn;SN72580;2022-10-08;9.9;7;5.6
Namsos Lufthavn;SN72580;2022-10-09;10.1;8;5.8
Namsos Lufthavn;SN72580;2022-10-10;13.6;9.1;6.7
Namsos Lufthavn;SN72580;2022-10-11;8.8;6.7;5.8
Namsos Lufthavn;SN72580;2022-10-12;7.3;6;3.4
Namsos Lufthavn;SN72580;2022-10-13;8.4;6.6;6.4
Namsos Lufthavn;SN72580;2022-10-14;10.1;5.8;0.9
Namsos Lufthavn;SN72580;2022-10-15;9.4;5.8;4
Namsos Lufthavn;SN72580;2022-10-16;10.3;6;3
Namsos Lufthavn;SN72580;2022-10-17;6.5;2.8;0
Namsos Lufthavn;SN72580;2022-10-18;6.9;5.2;2.2
Namsos Lufthavn;SN72580;2022-10-19;7.9;6.4;4.7
Namsos Lufthavn;SN72580;2022-10-20;8.4;6.6;5.7
Namsos Lufthavn;SN72580;2022-10-21;7.9;5.7;4.5
Namsos Lufthavn;SN72580;2022-10-22;6.7;3;-0.7
Namsos Lufthavn;SN72580;2022-10-23;5.8;2.6;-1.2
Namsos Lufthavn;SN72580;2022-10-24;5.6;3.2;-1.3
Namsos Lufthavn;SN72580;2022-10-25;9;7.1;4.4
Namsos Lufthavn;SN72580;2022-10-26;8;6.7;5.4
Namsos Lufthavn;SN72580;2022-10-27;9.1;7.9;6.4
Namsos Lufthavn;SN72580;2022-10-28;11.2;8.8;7.1
Namsos Lufthavn;SN72580;2022-10-29;10.2;7.1;5.7
Namsos Lufthavn;SN72580;2022-10-30;6.3;3.9;0.1
Namsos Lufthavn;SN72580;2022-10-31;6.6;5.1;3.7
Namsos Lufthavn;SN72580;2022-11-01;10.5;7;3.7
Namsos Lufthavn;SN72580;2022-11-02;11.1;9.5;7.1
Namsos Lufthavn;SN72580;2022-11-03;12;7.5;5.1
Namsos Lufthavn;SN72580;2022-11-04;13;9.5;6
Namsos Lufthavn;SN72580;2022-11-05;10.2;8.6;7.3
Namsos Lufthavn;SN72580;2022-11-06;9.7;4.7;3.4
Namsos Lufthavn;SN72580;2022-11-07;4.3;1.8;-0.4
Namsos Lufthavn;SN72580;2022-11-08;4.1;2.1;-0.6
Namsos Lufthavn;SN72580;2022-11-09;4.2;2.6;1.1
Namsos Lufthavn;SN72580;2022-11-10;6.8;3.7;1.2
Namsos Lufthavn;SN72580;2022-11-11;11.6;9.5;5
Namsos Lufthavn;SN72580;2022-11-12;10.3;8.9;7.3
Namsos Lufthavn;SN72580;2022-11-13;8.9;4.9;3.9
Namsos Lufthavn;SN72580;2022-11-14;5.5;4.7;3.5
Namsos Lufthavn;SN72580;2022-11-15;5.7;4.2;2.7
Namsos Lufthavn;SN72580;2022-11-16;4.8;2.9;1.2
Namsos Lufthavn;SN72580;2022-11-17;5.7;3.2;1.3
Namsos Lufthavn;SN72580;2022-11-18;5;1.5;-1.7
Namsos Lufthavn;SN72580;2022-11-19;1.9;-0.8;-2.1
Namsos Lufthavn;SN72580;2022-11-20;0.7;-3.5;-4.4
Namsos Lufthavn;SN72580;2022-11-21;-1.6;-4;-7.9
Namsos Lufthavn;SN72580;2022-11-22;0;-1;-3.8
Namsos Lufthavn;SN72580;2022-11-23;3;0.7;-0.7
Namsos Lufthavn;SN72580;2022-11-24;1.8;0.6;-1.4
Namsos Lufthavn;SN72580;2022-11-25;4.4;2.8;0.8
Namsos Lufthavn;SN72580;2022-11-26;3.5;2.4;0.8
Namsos Lufthavn;SN72580;2022-11-27;8.3;4.2;0.6
Namsos Lufthavn;SN72580;2022-11-28;7.3;4.4;3.5
Namsos Lufthavn;SN72580;2022-11-29;4.7;3.2;0.9
Namsos Lufthavn;SN72580;2022-11-30;2.8;0.3;-0.6
Namsos Lufthavn;SN72580;2022-12-01;0.8;-0.9;-2.9
Namsos Lufthavn;SN72580;2022-12-02;-0.4;-3.4;-5.4
Namsos Lufthavn;SN72580;2022-12-03;0.7;-3.1;-5.6
Namsos Lufthavn;SN72580;2022-12-04;-4.1;-5.6;-7.5
Namsos Lufthavn;SN72580;2022-12-05;3.1;0;-4.8
Namsos Lufthavn;SN72580;2022-12-06;4;-0.6;-3.5
Namsos Lufthavn;SN72580;2022-12-07;2.5;-0.4;-5.4
Namsos Lufthavn;SN72580;2022-12-08;-0.7;-5.2;-8.9
Namsos Lufthavn;SN72580;2022-12-09;-2.8;-7.8;-11.1
Namsos Lufthavn;SN72580;2022-12-10;-10.4;-14.4;-16.1
Namsos Lufthavn;SN72580;2022-12-11;-14.4;-16.1;-17.4
Namsos Lufthavn;SN72580;2022-12-12;-6.6;-9.8;-16.7
Namsos Lufthavn;SN72580;2022-12-13;-8.4;-15.8;-18.7
Namsos Lufthavn;SN72580;2022-12-14;-11.4;-13.7;-15.8
Namsos Lufthavn;SN72580;2022-12-15;-8.8;-11.5;-15.4
Namsos Lufthavn;SN72580;2022-12-16;-0.6;-5.7;-13.4
Namsos Lufthavn;SN72580;2022-12-17;-0.3;-6.6;-11.3
Namsos Lufthavn;SN72580;2022-12-18;1.9;-3.2;-13
Namsos Lufthavn;SN72580;2022-12-19;1.9;-2.9;-6
Namsos Lufthavn;SN72580;2022-12-20;0.7;-0.7;-2.2
Namsos Lufthavn;SN72580;2022-12-21;0.2;-1.6;-3.8
Namsos Lufthavn;SN72580;2022-12-22;0.4;-2.7;-6.8
Namsos Lufthavn;SN72580;2022-12-23;0;-2;-5.8
Namsos Lufthavn;SN72580;2022-12-24;1.4;-0.6;-1.4
Namsos Lufthavn;SN72580;2022-12-25;0;-3.3;-8.2
Namsos Lufthavn;SN72580;2022-12-26;4.2;1.9;-2
Namsos Lufthavn;SN72580;2022-12-27;5;2.6;0.7
Namsos Lufthavn;SN72580;2022-12-28;2.7;-2.6;-4.9
Namsos Lufthavn;SN72580;2022-12-29;3.5;0;-6.4
Namsos Lufthavn;SN72580;2022-12-30;4.5;1.9;-1.4
Namsos Lufthavn;SN72580;2022-12-31;6.2;3.3;-0.2
Namsos Lufthavn;SN72580;2023-01-01;2.1;-0.4;-3.2
Namsos Lufthavn;SN72580;2023-01-02;-0.7;-8.9;-11.4
Namsos Lufthavn;SN72580;2023-01-03;-4.5;-5.8;-9.4
Namsos Lufthavn;SN72580;2023-01-04;-2.7;-3.9;-6
Namsos Lufthavn;SN72580;2023-01-05;-3.1;-3.9;-4.8
Namsos Lufthavn;SN72580;2023-01-06;-2.6;-3.3;-4.5
Namsos Lufthavn;SN72580;2023-01-07;-1.1;-1.8;-3.1
Namsos Lufthavn;SN72580;2023-01-08;6.8;4.2;-1.5
Namsos Lufthavn;SN72580;2023-01-09;6.3;4.7;2
Namsos Lufthavn;SN72580;2023-01-10;6.4;3.1;1.2
Namsos Lufthavn;SN72580;2023-01-11;6.6;3.4;0.4
Namsos Lufthavn;SN72580;2023-01-12;8;4.6;3
Namsos Lufthavn;SN72580;2023-01-13;4.3;0.6;-0.8
Namsos Lufthavn;SN72580;2023-01-14;0.1;-0.8;-2.7
Namsos Lufthavn;SN72580;2023-01-15;0;-1.4;-2.5
Namsos Lufthavn;SN72580;2023-01-16;-1.7;-2.8;-3.2
Namsos Lufthavn;SN72580;2023-01-17;2.4;-0.1;-5.4
Namsos Lufthavn;SN72580;2023-01-18;2.6;0.5;-0.8
Namsos Lufthavn;SN72580;2023-01-19;0.8;-2.2;-5.3
Namsos Lufthavn;SN72580;2023-01-20;2.9;0.6;-4.7
Namsos Lufthavn;SN72580;2023-01-21;1.3;0.1;-1.1
Namsos Lufthavn;SN72580;2023-01-22;1.4;-2.1;-5.2
Namsos Lufthavn;SN72580;2023-01-23;5.8;1.7;-4.4
Namsos Lufthavn;SN72580;2023-01-24;7.5;3.7;0.4
Namsos Lufthavn;SN72580;2023-01-25;8.3;6.1;4.4
Namsos Lufthavn;SN72580;2023-01-26;4.9;1;0.2
Namsos Lufthavn;SN72580;2023-01-27;5.1;2.5;-1.7
Namsos Lufthavn;SN72580;2023-01-28;5.3;1.7;0.8
Namsos Lufthavn;SN72580;2023-01-29;4.3;1.8;0.2
Namsos Lufthavn;SN72580;2023-01-30;3.3;2.1;0.8
Namsos Lufthavn;SN72580;2023-01-31;4;1.6;-0.2
Namsos Lufthavn;SN72580;2023-02-01;-0.1;-3.2;-4.4
Namsos Lufthavn;SN72580;2023-02-02;-3.8;-4.8;-5.5
Namsos Lufthavn;SN72580;2023-02-03;-3.2;-5.8;-8.1
Namsos Lufthavn;SN72580;2023-02-04;-5.8;-10.4;-14.8
Namsos Lufthavn;SN72580;2023-02-05;4.9;0.4;-6.1
Namsos Lufthavn;SN72580;2023-02-06;6.7;3.8;-3.1
Namsos Lufthavn;SN72580;2023-02-07;8.2;4.9;1.3
Namsos Lufthavn;SN72580;2023-02-08;8.6;5.4;-0.8
Namsos Lufthavn;SN72580;2023-02-09;8;1.8;0.2
Namsos Lufthavn;SN72580;2023-02-10;2.4;0;-1.6
Namsos Lufthavn;SN72580;2023-02-11;-0.5;-3.8;-7.1
Namsos Lufthavn;SN72580;2023-02-12;7.6;5.3;-2.8
Namsos Lufthavn;SN72580;2023-02-13;8.1;5.9;3
Namsos Lufthavn;SN72580;2023-02-14;6.9;3;1.1
Namsos Lufthavn;SN72580;2023-02-15;4.3;0.6;-2.6
Namsos Lufthavn;SN72580;2023-02-17;4.2;-;1
Namsos Lufthavn;SN72580;2023-02-18;3.1;0.6;-1.1
Namsos Lufthavn;SN72580;2023-02-19;1.7;0.6;-0.5
Namsos Lufthavn;SN72580;2023-02-20;1.2;-2.3;-2.7
Namsos Lufthavn;SN72580;2023-02-21;-2.2;-7.3;-10.2
Namsos Lufthavn;SN72580;2023-02-22;-0.9;-2.1;-9.2
Namsos Lufthavn;SN72580;2023-02-23;2;0.4;-1.3
Namsos Lufthavn;SN72580;2023-02-24;1.3;-0.6;-2.9
Namsos Lufthavn;SN72580;2023-02-25;2;-0.1;-3.3
Namsos Lufthavn;SN72580;2023-02-26;4.2;2.6;-0.7
Namsos Lufthavn;SN72580;2023-02-27;5.2;4.3;3.2
Namsos Lufthavn;SN72580;2023-02-28;5;3.8;2.8
Namsos Lufthavn;SN72580;2023-03-01;6.2;4.7;3.1
Namsos Lufthavn;SN72580;2023-03-02;6.7;4.3;2.5
Namsos Lufthavn;SN72580;2023-03-03;5.7;0.8;-2.1
Namsos Lufthavn;SN72580;2023-03-04;1.4;-0.4;-4.2
Namsos Lufthavn;SN72580;2023-03-05;1.6;-4.2;-8.6
Namsos Lufthavn;SN72580;2023-03-06;-3;-7.3;-10.2
Namsos Lufthavn;SN72580;2023-03-07;-5.3;-7.8;-9.6
Namsos Lufthavn;SN72580;2023-03-08;-6.2;-8.5;-12.5
Namsos Lufthavn;SN72580;2023-03-09;-6.8;-10.6;-15
Namsos Lufthavn;SN72580;2023-03-10;-4.3;-5.7;-11.5
Namsos Lufthavn;SN72580;2023-03-11;-0.2;-2.7;-7
Namsos Lufthavn;SN72580;2023-03-12;-1.9;-5.4;-8.4
Namsos Lufthavn;SN72580;2023-03-13;-2.2;-3.5;-7.6
Namsos Lufthavn;SN72580;2023-03-14;2.6;-1.4;-6.2
Namsos Lufthavn;SN72580;2023-03-15;1.1;-1;-4.7
Namsos Lufthavn;SN72580;2023-03-16;1.4;-2.3;-7.8
Namsos Lufthavn;SN72580;2023-03-17;2.8;1.6;-2.2
Namsos Lufthavn;SN72580;2023-03-18;4.8;2.4;1.8
Namsos Lufthavn;SN72580;2023-03-19;4.7;0.5;-3.8
Namsos Lufthavn;SN72580;2023-03-20;4.8;1.2;0.2
Namsos Lufthavn;SN72580;2023-03-21;2.4;0.1;-1.7
Namsos Lufthavn;SN72580;2023-03-22;2.1;0.1;-1.9
Namsos Lufthavn;SN72580;2023-03-23;0.6;-1.4;-2.3
Namsos Lufthavn;SN72580;2023-03-24;1.6;-2.1;-3
Namsos Lufthavn;SN72580;2023-03-25;-1.1;-7.1;-12.6
Namsos Lufthavn;SN72580;2023-03-26;0.6;-5.2;-11.7
Namsos Lufthavn;SN72580;2023-03-27;0.5;-4.2;-6.8
Namsos Lufthavn;SN72580;2023-03-28;1;-6.9;-14.6
Namsos Lufthavn;SN72580;2023-03-29;0.8;-6.4;-12.1
Namsos Lufthavn;SN72580;2023-03-30;0;-7.7;-15.2
Namsos Lufthavn;SN72580;2023-03-31;4;-5.2;-13.3
Namsos Lufthavn;SN72580;2023-04-01;8.3;-2.2;-9.2
Namsos Lufthavn;SN72580;2023-04-02;4.9;-0.4;-6.6
Namsos Lufthavn;SN72580;2023-04-03;2.2;0.9;-2.3
Namsos Lufthavn;SN72580;2023-04-04;5.9;2.7;1.3
Namsos Lufthavn;SN72580;2023-04-05;10.3;5.2;-0.4
Namsos Lufthavn;SN72580;2023-04-06;7.8;5.1;1.9
Namsos Lufthavn;SN72580;2023-04-07;7.5;3.7;-1.8
Namsos Lufthavn;SN72580;2023-04-08;7.9;4.5;1.1
Namsos Lufthavn;SN72580;2023-04-09;9.6;4.2;-2
Namsos Lufthavn;SN72580;2023-04-10;8.7;5.6;1.6
Namsos Lufthavn;SN72580;2023-04-11;10.8;7.9;4
Namsos Lufthavn;SN72580;2023-04-12;11.1;8.5;5.5
Namsos Lufthavn;SN72580;2023-04-13;10.4;8.1;6.2
Namsos Lufthavn;SN72580;2023-04-14;8.3;5.8;4
Namsos Lufthavn;SN72580;2023-04-15;8.6;6.5;4.5
Namsos Lufthavn;SN72580;2023-04-16;8;4.8;3.5
Namsos Lufthavn;SN72580;2023-04-17;13.4;5.4;-0.5
Namsos Lufthavn;SN72580;2023-04-18;15.5;6.9;0.1
Namsos Lufthavn;SN72580;2023-04-19;13.5;6.3;-0.8
Namsos Lufthavn;SN72580;2023-04-20;14.4;7.4;2.6
Namsos Lufthavn;SN72580;2023-04-21;12.8;6.8;2.8
Namsos Lufthavn;SN72580;2023-04-22;8.2;3.5;0.8
Namsos Lufthavn;SN72580;2023-04-23;5;1.6;-1.5
Namsos Lufthavn;SN72580;2023-04-24;5;1.9;-0.1
Namsos Lufthavn;SN72580;2023-04-25;3.1;0.5;-0.8
Namsos Lufthavn;SN72580;2023-04-26;3.1;1.2;-1.2
Namsos Lufthavn;SN72580;2023-04-27;3.9;2.7;1.7
Namsos Lufthavn;SN72580;2023-04-28;7.4;3.8;1.3
Namsos Lufthavn;SN72580;2023-04-29;8.7;3.5;-1.8
Namsos Lufthavn;SN72580;2023-04-30;6.5;2.9;0.5
Namsos Lufthavn;SN72580;2023-05-01;5.2;2.9;1.6
Namsos Lufthavn;SN72580;2023-05-02;9.4;4.1;0.7
Namsos Lufthavn;SN72580;2023-05-03;5.9;1.9;-1.6
Namsos Lufthavn;SN72580;2023-05-04;6.6;2.3;-1
Namsos Lufthavn;SN72580;2023-05-05;10.2;4.4;-2.5
Namsos Lufthavn;SN72580;2023-05-06;13.8;6.6;0.3
Namsos Lufthavn;SN72580;2023-05-07;14.8;7.1;0.3
Namsos Lufthavn;SN72580;2023-05-08;16;10.1;1.8
Namsos Lufthavn;SN72580;2023-05-09;17.7;11.6;4.4
Namsos Lufthavn;SN72580;2023-05-10;18.6;13.5;8.9
Namsos Lufthavn;SN72580;2023-05-11;18;10.3;3.5
Namsos Lufthavn;SN72580;2023-05-12;16.5;10.6;7.4
Namsos Lufthavn;SN72580;2023-05-13;17.6;10;2.8
Namsos Lufthavn;SN72580;2023-05-14;21.8;13.9;4.2
Namsos Lufthavn;SN72580;2023-05-15;17.8;12.3;8.7
Namsos Lufthavn;SN72580;2023-05-16;12;7.4;6
Namsos Lufthavn;SN72580;2023-05-17;7.5;5;3.7
Namsos Lufthavn;SN72580;2023-05-18;13.7;8.6;3.8
Namsos Lufthavn;SN72580;2023-05-19;15.7;10.3;7.4
Namsos Lufthavn;SN72580;2023-05-20;18.8;11.7;7.6
Namsos Lufthavn;SN72580;2023-05-21;15;10.4;6.3
Namsos Lufthavn;SN72580;2023-05-22;22.3;14;6.1
Namsos Lufthavn;SN72580;2023-05-23;16.3;8.3;7.5
Namsos Lufthavn;SN72580;2023-05-24;10.9;7.7;3.8
Namsos Lufthavn;SN72580;2023-05-25;8.6;6.1;4.3
Namsos Lufthavn;SN72580;2023-05-26;8.2;5.3;2.2
Namsos Lufthavn;SN72580;2023-05-27;11.3;8;4.3
Namsos Lufthavn;SN72580;2023-05-28;10.9;6.3;5.2
Namsos Lufthavn;SN72580;2023-05-29;9.7;6.9;4.4
Namsos Lufthavn;SN72580;2023-05-30;10.1;8.4;6.4
Namsos Lufthavn;SN72580;2023-05-31;9.2;6.3;5
Namsos Lufthavn;SN72580;2023-06-01;6.4;5.1;3.3
Namsos Lufthavn;SN72580;2023-06-02;10;7.2;4.9
Namsos Lufthavn;SN72580;2023-06-03;8.2;7.2;6.6
Namsos Lufthavn;SN72580;2023-06-04;9.1;7.8;5.9
Namsos Lufthavn;SN72580;2023-06-05;10.7;7.9;5.5
Namsos Lufthavn;SN72580;2023-06-06;9.3;7.6;5.5
Namsos Lufthavn;SN72580;2023-06-07;9.8;8.1;6.3
Namsos Lufthavn;SN72580;2023-06-08;11.1;8.1;6.1
Namsos Lufthavn;SN72580;2023-06-09;21.6;12.6;1.5
Namsos Lufthavn;SN72580;2023-06-10;22.8;15.3;7
Namsos Lufthavn;SN72580;2023-06-11;22.8;13.9;8.3
Namsos Lufthavn;SN72580;2023-06-12;22.1;15.9;10.6
Namsos Lufthavn;SN72580;2023-06-13;17.4;13.6;11.8
Namsos Lufthavn;SN72580;2023-06-14;20.3;12.7;5.7
Namsos Lufthavn;SN72580;2023-06-15;20.3;13.2;5.9
Namsos Lufthavn;SN72580;2023-06-16;20.3;14;7.7
Namsos Lufthavn;SN72580;2023-06-17;21.4;15.4;8.4
Namsos Lufthavn;SN72580;2023-06-18;30.6;20.3;10
Namsos Lufthavn;SN72580;2023-06-19;27.3;22.6;15.3
Namsos Lufthavn;SN72580;2023-06-20;26.3;20.9;19
Namsos Lufthavn;SN72580;2023-06-21;28.8;22.1;13.3
Namsos Lufthavn;SN72580;2023-06-22;27.3;15.5;13.7
Namsos Lufthavn;SN72580;2023-06-23;16;11.6;10.5
Namsos Lufthavn;SN72580;2023-06-24;16.7;12.7;9
Namsos Lufthavn;SN72580;2023-06-25;24.7;16.8;7.9
Namsos Lufthavn;SN72580;2023-06-26;29.7;23.1;11.4
Namsos Lufthavn;SN72580;2023-06-27;27.3;19.2;16.1
Namsos Lufthavn;SN72580;2023-06-28;24.4;18.2;12
Namsos Lufthavn;SN72580;2023-06-29;21.5;14.3;13.5
Namsos Lufthavn;SN72580;2023-06-30;17.8;13.3;12.1
Namsos Lufthavn;SN72580;2023-07-01;22.6;15.5;11.2
Namsos Lufthavn;SN72580;2023-07-02;23.1;18;11.5
Namsos Lufthavn;SN72580;2023-07-03;19.9;13.3;12
Namsos Lufthavn;SN72580;2023-07-04;14.5;12.4;11.5
Namsos Lufthavn;SN72580;2023-07-05;17.4;13;7.5
Namsos Lufthavn;SN72580;2023-07-06;24.2;15.7;8.6
