Name;Station;Time;Max_temp;Mean_temp;Min_temp
Namsos Lufthavn;SN72580;2023-07-07;21;15.2;12.9
Namsos Lufthavn;SN72580;2023-07-08;17;13.5;12.1
Namsos Lufthavn;SN72580;2023-07-09;23.2;15.7;8.7
Namsos Lufthavn;SN72580;2023-07-10;30.3;21.1;11.4
Namsos Lufthavn;SN72580;2023-07-11;28.4;21.5;14
Namsos Lufthavn;SN72580;2023-07-12;23.5;19.3;16.6
Namsos Lufthavn;SN72580;2023-07-13;19.8;16.3;15
Namsos Lufthavn;SN72580;2023-07-14;18.4;12.8;11.9
Namsos Lufthavn;SN72580;2023-07-15;23.1;16.4;8.1
Namsos Lufthavn;SN72580;2023-07-16;22.3;17.1;13.6
Namsos Lufthavn;SN72580;2023-07-17;17.3;15.1;12.7
Namsos Lufthavn;SN72580;2023-07-18;15.4;13.4;11.6
Namsos Lufthavn;SN72580;2023-07-19;17.8;13.3;10.2
Namsos Lufthavn;SN72580;2023-07-20;17.3;13.4;7.9
Namsos Lufthavn;SN72580;2023-07-21;14.4;12.5;11.6
Namsos Lufthavn;SN72580;2023-07-22;15.4;13.4;11.9
Namsos Lufthavn;SN72580;2023-07-23;15.1;13.3;11.3
Namsos Lufthavn;SN72580;2023-07-24;18.4;14.3;11.7
Namsos Lufthavn;SN72580;2023-07-25;22.4;15.2;7.9
Namsos Lufthavn;SN72580;2023-07-26;22.5;17.5;11.8
Namsos Lufthavn;SN72580;2023-07-27;22.9;16.5;13.2
Namsos Lufthavn;SN72580;2023-07-28;16.5;14.3;13.6
Namsos Lufthavn;SN72580;2023-07-29;14.4;13.4;12.2
Namsos Lufthavn;SN72580;2023-07-30;20.9;15.8;12.5
Namsos Lufthavn;SN72580;2023-07-31;23.8;17.1;10.3
Namsos Lufthavn;SN72580;2023-08-01;23;18.3;15.2
Namsos Lufthavn;SN72580;2023-08-02;20.4;17;12.6
Namsos Lufthavn;SN72580;2023-08-03;20.2;15.7;11.6
Namsos Lufthavn;SN72580;2023-08-04;17.2;13.8;12.2
Namsos Lufthavn;SN72580;2023-08-05;18.2;13.9;11.6
Namsos Lufthavn;SN72580;2023-08-06;18.3;14.5;11.6
Namsos Lufthavn;SN72580;2023-08-07;15.1;13;11.5
Namsos Lufthavn;SN72580;2023-08-08;27.1;20.4;13.5
Namsos Lufthavn;SN72580;2023-08-09;21.6;17.8;15.8
Namsos Lufthavn;SN72580;2023-08-10;20.5;15.4;12.3
Namsos Lufthavn;SN72580;2023-08-11;16.2;13;11.6
Namsos Lufthavn;SN72580;2023-08-12;18.8;14.6;9.8
Namsos Lufthavn;SN72580;2023-08-13;23.8;17.7;12.3
Namsos Lufthavn;SN72580;2023-08-14;20.2;15.5;14.1
Namsos Lufthavn;SN72580;2023-08-15;21.2;15.3;11.6
Namsos Lufthavn;SN72580;2023-08-16;18.7;14.3;13.2
Namsos Lufthavn;SN72580;2023-08-17;17;13.2;11.2
Namsos Lufthavn;SN72580;2023-08-18;23.6;-;7.5
Namsos Lufthavn;SN72580;2023-08-19;24.6;-;12.1
Namsos Lufthavn;SN72580;2023-08-20;22.3;17;15.5
Namsos Lufthavn;SN72580;2023-08-21;18.3;15.9;14.5
Namsos Lufthavn;SN72580;2023-08-22;18.9;15.3;13.9
Namsos Lufthavn;SN72580;2023-08-23;22.2;15;9.7
Namsos Lufthavn;SN72580;2023-08-24;18.1;14.4;12
Namsos Lufthavn;SN72580;2023-08-25;23.6;15.4;8.2
Namsos Lufthavn;SN72580;2023-08-26;20;17.6;14
Namsos Lufthavn;SN72580;2023-08-27;19.5;16.6;14.9
Namsos Lufthavn;SN72580;2023-08-28;18.3;15.1;14.1
Namsos Lufthavn;SN72580;2023-08-29;17.1;13.3;12.3
Namsos Lufthavn;SN72580;2023-08-30;18.1;11.9;8.2
Namsos Lufthavn;SN72580;2023-08-31;17.4;12.1;7.4
Namsos Lufthavn;SN72580;2023-09-01;16.9;13.7;9.8
Namsos Lufthavn;SN72580;2023-09-02;15.1;12.3;9.8
Namsos Lufthavn;SN72580;2023-09-03;14.3;11.7;9
Namsos Lufthavn;SN72580;2023-09-04;15;12.6;11.9
Namsos Lufthavn;SN72580;2023-09-05;13.4;10.8;8
Namsos Lufthavn;SN72580;2023-09-06;17.1;11.4;8.2
Namsos Lufthavn;SN72580;2023-09-07;20.2;13.7;7.5
Namsos Lufthavn;SN72580;2023-09-08;19.3;16.5;13.9
Namsos Lufthavn;SN72580;2023-09-09;24.6;17.9;14.9
Namsos Lufthavn;SN72580;2023-09-10;19.6;13.7;12.6
Namsos Lufthavn;SN72580;2023-09-11;21.5;15;9.7
Namsos Lufthavn;SN72580;2023-09-12;17.6;12.5;11.2
Namsos Lufthavn;SN72580;2023-09-13;12.1;8.7;7
Namsos Lufthavn;SN72580;2023-09-14;14.3;8;2.3
Namsos Lufthavn;SN72580;2023-09-15;16.9;11.7;8.6
Namsos Lufthavn;SN72580;2023-09-16;12.3;9.9;7.8
Namsos Lufthavn;SN72580;2023-09-17;13.2;9.5;6.3
Namsos Lufthavn;SN72580;2023-09-18;16.6;11.9;5.8
Namsos Lufthavn;SN72580;2023-09-19;18.1;13.3;10.1
Namsos Lufthavn;SN72580;2023-09-20;13.2;11.1;9.4
Namsos Lufthavn;SN72580;2023-09-21;13.8;10.9;9.3
Namsos Lufthavn;SN72580;2023-09-22;12.4;11.1;10.3
Namsos Lufthavn;SN72580;2023-09-23;15.4;9.8;6.2
Namsos Lufthavn;SN72580;2023-09-24;12.2;10.1;6.8
Namsos Lufthavn;SN72580;2023-09-25;17.6;12.3;6.7
Namsos Lufthavn;SN72580;2023-09-26;18.3;12.7;9.8
Namsos Lufthavn;SN72580;2023-09-27;13.2;11.3;8.5
Namsos Lufthavn;SN72580;2023-09-28;16.6;12.2;8.5
Namsos Lufthavn;SN72580;2023-09-29;15.9;11.2;10.5
Namsos Lufthavn;SN72580;2023-09-30;12.5;9.9;8.1
Namsos Lufthavn;SN72580;2023-10-01;10.2;8.6;8.1
Namsos Lufthavn;SN72580;2023-10-02;10.9;8.7;6.4
Namsos Lufthavn;SN72580;2023-10-03;13.8;9.8;7.8
Namsos Lufthavn;SN72580;2023-10-04;9.9;7.1;3.9
Namsos Lufthavn;SN72580;2023-10-05;7.4;3.4;0.7
Namsos Lufthavn;SN72580;2023-10-06;5.8;3.5;1.1
Namsos Lufthavn;SN72580;2023-10-07;5.4;4.1;-0.4
Namsos Lufthavn;SN72580;2023-10-08;6.2;4.3;3.3
Namsos Lufthavn;SN72580;2023-10-09;5.3;3.7;2.5
Namsos Lufthavn;SN72580;2023-10-10;8.6;6.4;4.1
Namsos Lufthavn;SN72580;2023-10-11;10.7;7.9;5.4
Namsos Lufthavn;SN72580;2023-10-12;8.4;6.1;3.5
Namsos Lufthavn;SN72580;2023-10-13;7.7;6.3;4
Namsos Lufthavn;SN72580;2023-10-14;7.1;3.7;0.6
Namsos Lufthavn;SN72580;2023-10-15;7.1;5.4;2.8
Namsos Lufthavn;SN72580;2023-10-17;5.7;3.3;2.3
Namsos Lufthavn;SN72580;2023-10-18;5.6;-0.5;-1.2
Namsos Lufthavn;SN72580;2023-10-19;2.4;0.1;-2.1
Namsos Lufthavn;SN72580;2023-10-20;0.3;-;-2.7
Namsos Lufthavn;SN72580;2021-05-14;-;12.7;6.1
Namsos Lufthavn;SN72580;2023-10-16;-;4.7;3.1
Namsos Lufthavn;SN72580;2023-02-16;-;-;1.1
Data er gyldig per 20.10.2023 (CC BY 4.0), Meteorologisk institutt (MET);;;;;
