"","Station_ID","DateTime","daily_mean","daily_max","daily_min"
"1590","HM3",2021-06-17,-0.0445875,-0.0326,-0.0542
"1591","HM3",2021-06-18,-0.0103791666666667,0.0238,-0.0412
"1592","HM3",2021-06-19,-0.0475958333333333,-0.0354,-0.0562
"1593","HM3",2021-06-20,-0.0680083333333333,-0.0564,-0.0847
"1594","HM3",2021-06-21,-0.047175,-0.0268,-0.065
"1595","HM3",2021-06-22,-0.0737791666666667,-0.0615,-0.0906
"1596","HM3",2021-06-23,-0.088775,-0.0658,-0.1062
"1597","HM3",2021-06-24,-0.0768375,-0.071,-0.091
"1598","HM3",2021-06-25,-0.0784625,-0.0634,-0.0967
"1599","HM3",2021-06-26,-0.0989833333333333,-0.0851,-0.1149
"1600","HM3",2021-06-27,-0.0741916666666667,-0.0454,-0.1026
"1601","HM3",2021-06-28,-0.0739125,-0.0594,-0.0882
"1602","HM3",2021-06-29,-0.0232125,0.0162,-0.0864
"1603","HM3",2021-06-30,-0.0708208333333333,-0.0398,-0.1052
"1604","HM3",2021-07-01,-0.111366666666667,-0.0931,-0.1324
"1605","HM3",2021-07-02,-0.124370833333333,-0.1132,-0.1342
"1606","HM3",2021-07-03,-0.127541666666667,-0.1219,-0.1347
"1607","HM3",2021-07-04,-0.1269375,-0.1161,-0.1347
"1608","HM3",2021-07-05,-0.124170833333333,-0.1165,-0.1329
"1609","HM3",2021-07-06,-0.120525,-0.1136,-0.1285
"1610","HM3",2021-07-07,-0.1144375,-0.11,-0.12
"1611","HM3",2021-07-08,-0.119104166666667,-0.1135,-0.1232
"1612","HM3",2021-07-09,-0.110525,-0.0997,-0.1188
"1613","HM3",2021-07-10,-0.115191666666667,-0.1028,-0.1609
"1614","HM3",2021-07-11,-0.0282708333333333,0.0338,-0.1519
"1615","HM3",2021-07-12,-0.0340916666666667,0.0044,-0.0716
"1616","HM3",2021-07-13,-0.0839833333333333,-0.0713,-0.0971
"1617","HM3",2021-07-14,-0.0968375,-0.0916,-0.1
"1618","HM3",2021-07-15,-0.0927625,-0.0723,-0.107
"1619","HM3",2021-07-16,-0.0866666666666667,-0.0055,-0.1243
"1620","HM3",2021-07-17,0.0200666666666667,0.0702,-0.0081
"1621","HM3",2021-07-18,0.0551083333333333,0.0577,0.0504
"1622","HM3",2021-07-19,0.0282166666666667,0.0472,0.0175
"1623","HM3",2021-07-20,0.0253166666666667,0.0471,0.0054
"1624","HM3",2021-07-21,-0.0156833333333333,0.0053,-0.0404
"1625","HM3",2021-07-22,0.0344041666666667,0.051,-0.0209
"1626","HM3",2021-07-23,0.00376666666666667,0.0297,-0.0273
"1627","HM3",2021-07-24,-0.050325,-0.0286,-0.0741
"1628","HM3",2021-07-25,-0.08415,-0.0711,-0.1033
"1629","HM3",2021-07-26,-0.106766666666667,-0.0894,-0.1312
"1630","HM3",2021-07-27,-0.126983333333333,-0.11,-0.1432
"1631","HM3",2021-07-28,-0.134704166666667,-0.1203,-0.1498
"1632","HM3",2021-07-29,-0.115133333333333,-0.0764,-0.1743
"1633","HM3",2021-07-30,-0.0964791666666667,-0.089,-0.1048
"1634","HM3",2021-07-31,-0.0914208333333333,-0.0727,-0.1034
"1635","HM3",2021-08-01,-0.0823,-0.0661,-0.0994
"1636","HM3",2021-08-02,-0.0703583333333333,-0.0464,-0.0952
"1637","HM3",2021-08-03,-0.0776666666666667,-0.0522,-0.0956
"1638","HM3",2021-08-04,-0.0993708333333333,-0.0841,-0.1223
"1639","HM3",2021-08-05,-0.117125,-0.1058,-0.1418
"1640","HM3",2021-08-06,-0.115379166666667,-0.1024,-0.1318
"1641","HM3",2021-08-07,-0.130275,-0.1244,-0.1366
"1642","HM3",2021-08-08,-0.102620833333333,-0.0713,-0.1458
"1643","HM3",2021-08-09,-0.105533333333333,-0.0927,-0.1253
"1644","HM3",2021-08-10,-0.125216666666667,-0.1185,-0.1319
"1645","HM3",2021-08-11,-0.128675,-0.1197,-0.1341
"1646","HM3",2021-08-12,-0.130795833333333,-0.1239,-0.1351
"1647","HM3",2021-08-13,-0.1284125,-0.1178,-0.1432
"1648","HM3",2021-08-14,-0.0874041666666667,-0.0249,-0.1493
"1649","HM3",2021-08-15,-0.0233958333333333,-0.0072,-0.0471
"1650","HM3",2021-08-16,-0.06505,-0.0492,-0.0849
"1651","HM3",2021-08-17,-0.0938291666666667,-0.0857,-0.1059
"1652","HM3",2021-08-18,-0.0709208333333333,0.0345,-0.1055
"1653","HM3",2021-08-19,0.04745,0.0511,0.0408
"1654","HM3",2021-08-20,0.0481083333333333,0.0533,0.0374
"1655","HM3",2021-08-21,0.0133375,0.0358,-0.0144
"1656","HM3",2021-08-22,-0.0320333333333333,-0.0156,-0.0506
"1657","HM3",2021-08-23,-0.0605,-0.0512,-0.0718
"1658","HM3",2021-08-24,-0.0179416666666667,0.0384,-0.0724
"1659","HM3",2021-08-25,0.0421958333333333,0.0479,0.0299
"1660","HM3",2021-08-26,0.00215,0.0285,-0.025
"1661","HM3",2021-08-27,-0.0444875,-0.0266,-0.0651
"1662","HM3",2021-08-28,-0.0731875,-0.0653,-0.0856
"1663","HM3",2021-08-29,-0.0901916666666667,-0.0827,-0.102
"1664","HM3",2021-08-30,-0.0957916666666667,-0.0905,-0.1004
"1665","HM3",2021-08-31,-0.0511916666666667,-0.0268,-0.0963
"1666","HM3",2021-09-01,0.0206791666666667,0.0399,-0.0421
"1667","HM3",2021-09-02,0.0429291666666667,0.0463,0.0367
"1668","HM3",2021-09-03,0.0412875,0.0464,0.0316
"1669","HM3",2021-09-04,0.00902916666666667,0.0319,-0.0154
"1670","HM3",2021-09-05,-0.0326916666666667,-0.0166,-0.0494
"1671","HM3",2021-09-06,-0.0354291666666667,-0.0061,-0.0534
"1672","HM3",2021-09-07,0.0274083333333333,0.0427,-0.01
"1673","HM3",2021-09-08,0.0384208333333333,0.0453,0.029
"1674","HM3",2021-09-09,0.0379625,0.0458,0.0189
"1675","HM3",2021-09-10,0.00869166666666667,0.0173,0.002
"1676","HM3",2021-09-11,-0.008825,0.0058,-0.0223
"1677","HM3",2021-09-12,-0.0316291666666667,-0.002,-0.0449
"1678","HM3",2021-09-13,0.00408333333333333,0.0221,-0.021
"1679","HM3",2021-09-14,-0.0301666666666667,-0.0216,-0.0421
"1680","HM3",2021-09-15,-0.0549125,-0.0435,-0.0658
"1681","HM3",2021-09-16,-0.0667541666666667,-0.0637,-0.0712
"1682","HM3",2021-09-17,-0.0742083333333333,-0.063,-0.0889
"1683","HM3",2021-09-18,-0.0895125,-0.0858,-0.0946
"1684","HM3",2021-09-19,-0.0940833333333333,-0.0888,-0.1016
"1685","HM3",2021-09-20,-0.0962291666666667,-0.0932,-0.0992
"1686","HM3",2021-09-21,-0.0187791666666667,0.0079,-0.0945
"1687","HM3",2021-09-22,0.0267958333333333,0.034,0.0141
"1688","HM3",2021-09-23,0.0281791666666667,0.0363,0.0186
"1689","HM3",2021-09-24,0.0367375,0.0447,0.0292
"1690","HM3",2021-09-25,0.0438958333333333,0.0457,0.0422
"1691","HM3",2021-09-26,0.0310291666666667,0.0423,0.0137
"1692","HM3",2021-09-27,-0.00823333333333333,0.0113,-0.029
"1693","HM3",2021-09-28,-0.0306,-0.0229,-0.04
"1694","HM3",2021-09-29,-0.0507375,-0.0415,-0.0626
"1695","HM3",2021-09-30,-0.0696083333333333,-0.0618,-0.0803
"1696","HM3",2022-05-01,0.0364041666666667,0.0451,0.0185
"1697","HM3",2022-05-02,0.0415125,0.0491,0.0262
"1698","HM3",2022-05-03,0.0332875,0.0431,0.0219
"1699","HM3",2022-05-04,-0.006125,0.0185,-0.0226
"1700","HM3",2022-05-05,-0.0035625,0.0114,-0.0197
"1701","HM3",2022-05-06,0.00902916666666667,0.0433,-0.0124
"1702","HM3",2022-05-07,0.0403375,0.0485,0.0318
"1703","HM3",2022-05-08,0.0448541666666667,0.0479,0.0381
"1704","HM3",2022-05-09,0.0392916666666667,0.0475,0.024
"1705","HM3",2022-05-10,0.0052625,0.022,-0.0062
"1706","HM3",2022-05-11,0.0068875,0.0243,-0.0106
"1707","HM3",2022-05-12,0.0159833333333333,0.0392,-0.0158
"1708","HM3",2022-05-13,0.0382875,0.0427,0.0318
"1709","HM3",2022-05-14,0.0429041666666667,0.0446,0.0397
"1710","HM3",2022-05-15,0.0407083333333333,0.0456,0.0273
"1711","HM3",2022-05-16,0.00128333333333333,0.0249,-0.0297
"1712","HM3",2022-05-17,-0.0498708333333333,-0.0311,-0.073
"1713","HM3",2022-05-18,-0.077675,-0.0698,-0.0911
"1714","HM3",2022-05-19,-0.0949625,-0.0848,-0.1082
"1715","HM3",2022-05-20,-0.109983333333333,-0.0982,-0.1252
"1716","HM3",2022-05-21,-0.123795833333333,-0.1119,-0.1361
"1717","HM3",2022-05-22,-0.1000875,-0.0808,-0.1328
"1718","HM3",2022-05-23,-0.115208333333333,-0.0985,-0.1394
"1719","HM3",2022-05-24,-0.137358333333333,-0.1273,-0.1481
"1720","HM3",2022-05-25,-0.135508333333333,-0.1234,-0.1623
"1721","HM3",2022-05-26,-0.124241666666667,-0.1127,-0.1362
"1722","HM3",2022-05-27,-0.1259125,-0.109,-0.1353
"1723","HM3",2022-05-28,-0.0319166666666667,0.0225,-0.1045
"1724","HM3",2022-05-29,0.0268083333333333,0.0383,0.0046
"1725","HM3",2022-05-30,-0.0266416666666667,0.003,-0.0631
"1726","HM3",2022-05-31,-0.077175,-0.0646,-0.0943
"1727","HM3",2022-06-01,-0.0759208333333333,-0.0462,-0.0963
"1728","HM3",2022-06-02,-0.0392666666666667,-0.0222,-0.0697
"1729","HM3",2022-06-03,-0.0771041666666667,-0.0553,-0.0871
"1730","HM3",2022-06-04,-0.01045,0.0194,-0.0533
"1731","HM3",2022-06-05,0.0204125,0.0286,-6e-04
"1732","HM3",2022-06-06,-0.0293291666666667,-0.0018,-0.0677
"1733","HM3",2022-06-07,-0.0843666666666667,-0.0687,-0.1133
"1734","HM3",2022-06-08,-0.122904166666667,-0.1086,-0.1464
"1735","HM3",2022-06-09,-0.146516666666667,-0.1378,-0.1606
"1736","HM3",2022-06-10,-0.1580625,-0.1483,-0.1845
"1737","HM3",2022-06-11,-0.126754166666667,-0.1062,-0.1585
"1738","HM3",2022-06-12,-0.115279166666667,-0.1091,-0.1301
"1739","HM3",2022-06-13,-0.0544041666666667,0.0097,-0.1207
"1740","HM3",2022-06-14,0.0232291666666667,0.0295,0.0122
"1741","HM3",2022-06-15,0.0309708333333333,0.0349,0.0273
"1742","HM3",2022-06-16,0.0119333333333333,0.0285,-0.0114
"1743","HM3",2022-06-17,-0.0288541666666667,-0.0137,-0.0512
"1744","HM3",2022-06-18,-0.00646666666666667,0.0042,-0.0366
"1745","HM3",2022-06-19,-0.0328291666666667,-0.0109,-0.0601
"1746","HM3",2022-06-20,-0.0731625,-0.0615,-0.0982
"1747","HM3",2022-06-21,-0.0275083333333333,0.0102,-0.1034
"1748","HM3",2022-06-22,-0.006975,0.0067,-0.028
"1749","HM3",2022-06-23,0.0243,0.0343,-0.001
"1750","HM3",2022-06-24,0.0147708333333333,0.0329,-0.019
"1751","HM3",2022-06-25,-0.0459333333333333,-0.0205,-0.081
"1752","HM3",2022-06-26,-0.0508166666666667,-0.0368,-0.0841
"1753","HM3",2022-06-27,-0.0816875,-0.0663,-0.1016
"1754","HM3",2022-06-28,-0.0557583333333333,-0.0065,-0.0961
"1755","HM3",2022-06-29,0.00697083333333333,0.0169,-0.009
"1756","HM3",2022-06-30,-0.0339,-0.0126,-0.0677
"1757","HM3",2022-07-01,-0.0815208333333333,-0.0694,-0.1068
"1758","HM3",2022-07-02,-0.0910916666666667,-0.0242,-0.1256
"1759","HM3",2022-07-03,-0.0165458333333333,-0.0089,-0.0287
"1760","HM3",2022-07-04,-0.034475,-0.0235,-0.0621
"1761","HM3",2022-07-05,-0.0054125,0.0023,-0.0278
"1762","HM3",2022-07-06,0.0148125,0.0233,0.0019
"1763","HM3",2022-07-07,0.0233958333333333,0.0249,0.0215
"1764","HM3",2022-07-08,0.0256208333333333,0.0274,0.0235
"1765","HM3",2022-07-09,0.0266333333333333,0.0275,0.0253
"1766","HM3",2022-07-10,0.0175875,0.0244,0.0082
"1767","HM3",2022-07-11,-0.00385,0.0072,-0.0172
"1768","HM3",2022-07-12,-0.0306291666666667,-0.0188,-0.0467
"1769","HM3",2022-07-13,-0.0404541666666667,-0.0342,-0.0464
"1770","HM3",2022-07-14,-0.0156375,0.0048,-0.0479
"1771","HM3",2022-07-15,-0.0055875,0.0046,-0.0192
"1772","HM3",2022-07-16,-0.00855833333333333,-4e-04,-0.0211
"1773","HM3",2022-07-17,0.00762916666666667,0.0154,6e-04
"1774","HM3",2022-07-18,0.006475,0.0145,-0.0078
"1775","HM3",2022-07-19,0.0019625,0.0089,-0.0082
"1776","HM3",2022-07-20,-0.0050375,0.002,-0.0177
"1777","HM3",2022-07-21,0.00354166666666667,0.012,-0.0119
"1778","HM3",2022-07-22,0.00764166666666667,0.0111,-1e-04
"1779","HM3",2022-07-23,-0.0139583333333333,-0.0017,-0.0345
"1780","HM3",2022-07-24,-0.0443708333333333,-0.0368,-0.057
"1781","HM3",2022-07-25,-0.0603041666666667,-0.0508,-0.0771
"1782","HM3",2022-07-26,-0.0191416666666667,-0.0018,-0.0585
"1783","HM3",2022-07-27,0.00696666666666667,0.0103,9e-04
"1784","HM3",2022-07-28,-0.0013,0.0071,-0.0133
"1785","HM3",2022-07-29,-0.0277708333333333,-0.0149,-0.0511
"1786","HM3",2022-07-30,-0.0643458333333333,-0.0532,-0.084
"1787","HM3",2022-07-31,-0.0873583333333333,-0.0842,-0.0911
"1788","HM3",2022-08-01,-0.0375375,-0.0184,-0.0776
"1789","HM3",2022-08-02,-0.02765,-0.02,-0.0467
"1790","HM3",2022-08-03,-0.0377208333333333,-0.0157,-0.0589
"1791","HM3",2022-08-04,-0.00522916666666667,1e-04,-0.015
"1792","HM3",2022-08-05,0.00231666666666667,0.0056,-0.0054
"1793","HM3",2022-08-06,-0.006675,0.0024,-0.0146
"1794","HM3",2022-08-07,0.00367916666666667,0.0063,-0.0049
"1795","HM3",2022-08-08,-0.0195166666666667,-0.0069,-0.0323
"1796","HM3",2022-08-09,-0.0198333333333333,-0.0011,-0.0402
"1797","HM3",2022-08-10,0.00317083333333333,0.008,-0.0035
"1798","HM3",2022-08-11,0.002925,0.0069,-0.0011
"1799","HM3",2022-08-12,0.0031875,0.0064,-0.0051
"1800","HM3",2022-08-13,-0.0156375,-0.0064,-0.027
"1801","HM3",2022-08-14,-0.0361083333333333,-0.0283,-0.0486
"1802","HM3",2022-08-15,-0.0566791666666667,-0.0492,-0.067
"1803","HM3",2022-08-16,-0.0711,-0.067,-0.078
"1804","HM3",2022-08-17,-0.0652875,-0.0441,-0.0844
"1805","HM3",2022-08-18,-0.0490958333333333,-0.044,-0.064
"1806","HM3",2022-08-19,-0.0725208333333333,-0.0658,-0.0861
"1807","HM3",2022-08-20,-0.0903416666666667,-0.0871,-0.0941
"1808","HM3",2022-08-21,-0.0947541666666667,-0.0858,-0.1078
"1809","HM3",2022-08-22,-0.0484125,-0.0283,-0.0798
"1810","HM3",2022-08-23,-0.0262916666666667,-0.0232,-0.0334
"1811","HM3",2022-08-24,-0.0449375,-0.0349,-0.0602
"1812","HM3",2022-08-25,-0.0695125,-0.0613,-0.08
"1813","HM3",2022-08-26,-0.086875,-0.0812,-0.094
"1814","HM3",2022-08-27,-0.0723875,-0.0521,-0.0989
"1815","HM3",2022-08-28,-0.0376791666666667,-0.0305,-0.0511
"1816","HM3",2022-08-29,-0.0347,-0.0322,-0.0394
"1817","HM3",2022-08-30,-0.0474833333333333,-0.0405,-0.0543
"1818","HM3",2022-08-31,-0.0642625,-0.0556,-0.0715
"1819","HM3",2022-09-01,-0.0721333333333333,-0.0691,-0.0833
"1820","HM3",2022-09-02,-0.091875,-0.0844,-0.1037
"1821","HM3",2022-09-03,-0.110529166666667,-0.105,-0.1199
"1822","HM3",2022-09-04,-0.1253625,-0.1212,-0.1336
"1823","HM3",2022-09-05,-0.1356,-0.1317,-0.14
"1824","HM3",2022-09-06,-0.1393375,-0.1346,-0.1425
"1825","HM3",2022-09-07,-0.1416625,-0.1376,-0.145
"1826","HM3",2022-09-08,-0.145520833333333,-0.1413,-0.1504
"1827","HM3",2022-09-09,-0.148591666666667,-0.1424,-0.1542
"1828","HM3",2022-09-10,-0.153766666666667,-0.1497,-0.1562
"1829","HM3",2022-09-11,-0.1547875,-0.1501,-0.1577
"1830","HM3",2022-09-12,-0.148120833333333,-0.1413,-0.1551
"1831","HM3",2022-09-13,-0.1050375,0.0224,-0.1574
"1832","HM3",2022-09-14,-0.0174375,-0.0042,-0.0349
"1833","HM3",2022-09-15,0.00390416666666667,0.0073,-0.0028
"1834","HM3",2022-09-16,0.00483333333333333,0.0104,-0.0016
"1835","HM3",2022-09-17,0.0133833333333333,0.0163,0.0104
"1836","HM3",2022-09-18,0.0141291666666667,0.0149,0.0128
"1837","HM3",2022-09-19,0.0147291666666667,0.0181,0.0105
"1838","HM3",2022-09-20,0.0162166666666667,0.0175,0.0135
"1839","HM3",2022-09-21,0.00689583333333333,0.0128,0.0021
"1840","HM3",2022-09-22,-0.000954166666666667,0.005,-0.0074
"1841","HM3",2022-09-23,-0.000354166666666667,0.0118,-0.0089
"1842","HM3",2022-09-24,0.00775833333333333,0.0123,0.0024
"1843","HM3",2022-09-25,-0.00303333333333333,0.0017,-0.0097
"1844","HM3",2022-09-26,-0.0114333333333333,-0.0056,-0.0162
"1845","HM3",2022-09-27,-0.0276666666666667,-0.0175,-0.0386
"1846","HM3",2022-09-28,-0.0445916666666667,-0.0392,-0.0526
"1847","HM3",2022-09-29,-0.0589666666666667,-0.0534,-0.0666
"1848","HM3",2022-09-30,-0.0558791666666667,-0.0524,-0.0605
"1849","HM3",2023-05-01,0.0387916666666667,0.0523,0.0183
"1850","HM3",2023-05-02,0.0429958333333333,0.0569,0.0239
"1851","HM3",2023-05-03,0.0199041666666667,0.0507,-0.0109
"1852","HM3",2023-05-04,0.00545416666666667,0.0483,-0.0333
"1853","HM3",2023-05-05,-0.010775,0.0179,-0.0416
"1854","HM3",2023-05-06,-0.0335708333333333,-0.0233,-0.0482
"1855","HM3",2023-05-07,-0.05315,-0.041,-0.0646
"1856","HM3",2023-05-08,-0.0762416666666667,-0.059,-0.0956
"1857","HM3",2023-05-09,-0.0898375,-0.0743,-0.1055
"1858","HM3",2023-05-10,-0.1083375,-0.1009,-0.1177
"1859","HM3",2023-05-11,-0.11445,-0.1081,-0.1227
"1860","HM3",2023-05-12,-0.114783333333333,-0.1106,-0.1194
"1861","HM3",2023-05-13,-0.1221875,-0.112,-0.1351
"1862","HM3",2023-05-14,-0.128925,-0.1178,-0.1419
"1863","HM3",2023-05-15,-0.129554166666667,-0.1215,-0.1369
"1864","HM3",2023-05-16,-0.1055,-0.0892,-0.1308
"1865","HM3",2023-05-17,-0.00743333333333333,0.0261,-0.0939
"1866","HM3",2023-05-18,-0.049175,0.0026,-0.1001
"1867","HM3",2023-05-19,-0.0839708333333333,-0.0455,-0.1121
"1868","HM3",2023-05-20,-0.119425,-0.1122,-0.1315
"1869","HM3",2023-05-21,-0.124808333333333,-0.1215,-0.128
"1870","HM3",2023-05-22,-0.129370833333333,-0.1191,-0.1427
"1871","HM3",2023-05-23,-0.0669833333333333,-0.0121,-0.1393
"1872","HM3",2023-05-24,-0.0211625,0.0176,-0.0643
"1873","HM3",2023-05-25,0.0275708333333333,0.0448,-0.0035
"1874","HM3",2023-05-26,0.0329333333333333,0.0483,0.0065
"1875","HM3",2023-05-27,0.0434291666666667,0.0486,0.0195
"1876","HM3",2023-05-28,0.0477875,0.0515,0.0421
"1877","HM3",2023-05-29,0.035275,0.0494,0.0158
"1878","HM3",2023-05-30,0.0102833333333333,0.0465,-0.0159
"1879","HM3",2023-05-31,0.0317583333333333,0.0469,-0.0034
"1880","HM3",2023-06-01,-0.0055375,0.0139,-0.017
"1881","HM3",2023-06-02,-0.00290416666666667,0.0315,-0.0355
"1882","HM3",2023-06-03,0.0308541666666667,0.0444,0.0167
"1883","HM3",2023-06-04,-0.00868333333333333,0.0179,-0.0282
"1884","HM3",2023-06-05,-0.0257041666666667,0.0012,-0.0494
"1885","HM3",2023-06-06,0.0141041666666667,0.0337,-0.0326
"1886","HM3",2023-06-07,0.0126875,0.0267,-0.007
"1887","HM3",2023-06-08,-0.013025,0.024,-0.0546
"1888","HM3",2023-06-09,-0.0766666666666667,-0.0552,-0.1055
"1889","HM3",2023-06-10,-0.106729166666667,-0.0894,-0.1261
"1890","HM3",2023-06-11,-0.105516666666667,-0.0704,-0.123
"1891","HM3",2023-06-12,-0.0996083333333333,-0.0741,-0.1343
"1892","HM3",2023-06-13,-0.128754166666667,-0.1212,-0.1374
"1893","HM3",2023-06-14,-0.136054166666667,-0.1272,-0.1506
"1894","HM3",2023-06-15,-0.146075,-0.1374,-0.1592
"1895","HM3",2023-06-16,-0.151525,-0.1427,-0.1602
"1896","HM3",2023-06-17,-0.154041666666667,-0.144,-0.1628
"1897","HM3",2023-06-18,-0.159820833333333,-0.1486,-0.1653
"1898","HM3",2023-06-19,-0.16135,-0.1564,-0.1655
"1899","HM3",2023-06-20,-0.15875,-0.1553,-0.1618
"1900","HM3",2023-06-21,-0.154745833333333,-0.1489,-0.1594
"1901","HM3",2023-06-22,-0.106766666666667,-0.0639,-0.1958
"1902","HM3",2023-06-23,-0.0472958333333333,-0.0115,-0.1019
"1903","HM3",2023-06-24,-0.068875,-0.0456,-0.0982
"1904","HM3",2023-06-25,-0.116095833333333,-0.1002,-0.1399
"1905","HM3",2023-06-26,-0.139020833333333,-0.1337,-0.1411
"1906","HM3",2023-06-27,-0.131608333333333,-0.111,-0.1767
"1907","HM3",2023-06-28,-0.122383333333333,-0.1129,-0.138
"1908","HM3",2023-06-29,-0.121775,-0.0888,-0.149
"1909","HM3",2023-06-30,-0.0501125,-0.0292,-0.0895
"1910","HM3",2023-07-01,0.0144208333333333,0.0327,-0.0241
"1911","HM3",2023-07-02,-0.0232833333333333,0.0027,-0.0588
"1912","HM3",2023-07-03,-0.018725,-0.0068,-0.0392
"1913","HM3",2023-07-04,-0.0198041666666667,0.0043,-0.0502
"1914","HM3",2023-07-05,-0.042125,-0.0147,-0.0743
"1915","HM3",2023-07-06,-0.0901458333333333,-0.0761,-0.1109
"1916","HM3",2023-07-07,-0.117829166666667,-0.1115,-0.131
"1917","HM3",2023-07-08,-0.129195833333333,-0.1241,-0.1424
"1918","HM3",2023-07-09,-0.143741666666667,-0.1385,-0.1524
"1919","HM3",2023-07-10,-0.137766666666667,-0.0625,-0.1647
"1920","HM3",2023-07-11,-0.0744833333333333,-0.0606,-0.1006
"1921","HM3",2023-07-12,-0.114766666666667,-0.1016,-0.1309
"1922","HM3",2023-07-13,-0.133666666666667,-0.0927,-0.1545
"1923","HM3",2023-07-14,-0.00867916666666667,0.0454,-0.0849
"1924","HM3",2023-07-15,-0.0389333333333333,-0.0109,-0.0767
"1925","HM3",2023-07-16,-0.0769,-0.0326,-0.1328
"1926","HM3",2023-07-17,-0.0175625,8e-04,-0.0391
"1927","HM3",2023-07-18,-0.0072625,0.0042,-0.0187
"1928","HM3",2023-07-19,-0.029975,-0.0055,-0.0568
"1929","HM3",2023-07-20,-0.07035,-0.058,-0.0903
"1930","HM3",2023-07-21,-0.065425,-0.0028,-0.0997
"1931","HM3",2023-07-22,0.00438333333333333,0.0131,-0.016
"1932","HM3",2023-07-23,-0.0313916666666667,-0.0181,-0.0461
"1933","HM3",2023-07-24,-0.0621416666666667,-0.0474,-0.0877
"1934","HM3",2023-07-25,-0.0981791666666667,-0.0895,-0.1143
"1935","HM3",2023-07-26,-0.121754166666667,-0.1164,-0.1345
"1936","HM3",2023-07-27,-0.1294625,-0.1055,-0.1624
"1937","HM3",2023-07-28,-0.102379166666667,-0.0972,-0.1108
"1938","HM3",2023-07-29,-0.1083125,-0.1041,-0.1163
"1939","HM3",2023-07-30,-0.1239625,-0.1174,-0.1405
"1940","HM3",2023-07-31,-0.1452375,-0.1411,-0.1484
"1941","HM3",2023-08-01,-0.145395833333333,-0.1403,-0.1497
"1942","HM3",2023-08-02,-0.151325,-0.1431,-0.1637
"1943","HM3",2023-08-03,-0.1406875,-0.1318,-0.1478
"1944","HM3",2023-08-04,-0.133945833333333,-0.0771,-0.176
"1945","HM3",2023-08-05,-0.0808,-0.073,-0.0992
"1946","HM3",2023-08-06,-0.111383333333333,-0.1013,-0.1263
"1947","HM3",2023-08-07,-0.0850291666666667,0.009,-0.1326
"1948","HM3",2023-08-08,0.0116208333333333,0.018,0.0021
"1949","HM3",2023-08-09,-0.0185125,0.0075,-0.054
"1950","HM3",2023-08-10,-0.0739625,-0.0556,-0.0983
"1951","HM3",2023-08-11,-0.0472416666666667,-0.0341,-0.0754
"1952","HM3",2023-08-12,-0.0231875,-0.0016,-0.0511
"1953","HM3",2023-08-13,-0.0291708333333333,-0.0113,-0.0546
"1954","HM3",2023-08-14,-0.0333083333333333,-0.0185,-0.0616
"1955","HM3",2023-08-15,-0.0475625,-0.0324,-0.0665
"1956","HM3",2023-08-16,-0.0163958333333333,0.0044,-0.0696
"1957","HM3",2023-08-17,-0.0103458333333333,0.0014,-0.0319
"1958","HM3",2023-08-18,-0.0489416666666667,-0.034,-0.0695
"1959","HM3",2023-08-19,-0.0810333333333333,-0.0704,-0.1005
"1960","HM3",2023-08-20,-0.0933666666666667,-0.0384,-0.1273
"1961","HM3",2023-08-21,-0.0296375,-0.0259,-0.0362
"1962","HM3",2023-08-22,-0.0468791666666667,-0.0372,-0.0629
"1963","HM3",2023-08-23,-0.0742041666666667,-0.0641,-0.0913
"1964","HM3",2023-08-24,-0.0910375,-0.0815,-0.1028
"1965","HM3",2023-08-25,-0.096575,-0.0909,-0.1114
"1966","HM3",2023-08-26,-0.1199125,-0.113,-0.1315
"1967","HM3",2023-08-27,-0.132783333333333,-0.1308,-0.1352
"1968","HM3",2023-08-28,-0.12045,-0.081,-0.1417
"1969","HM3",2023-08-29,-0.0647875,-0.0561,-0.0815
"1970","HM3",2023-08-30,-0.0887,-0.0796,-0.0964
"1971","HM3",2023-08-31,-0.1018625,-0.0968,-0.1104
"1972","VSM1",2020-06-12,-0.39185,-0.372,-0.4167
"1973","VSM1",2020-06-13,-0.369475,-0.3653,-0.3766
"1974","VSM1",2020-06-14,-0.367225,-0.3632,-0.3727
"1975","VSM1",2020-06-15,-0.372883333333333,-0.3676,-0.3799
"1976","VSM1",2020-06-16,-0.373145833333333,-0.3695,-0.3794
"1977","VSM1",2020-06-17,-0.378358333333333,-0.3748,-0.385
"1978","VSM1",2020-06-18,-0.3929375,-0.3824,-0.4068
"1979","VSM1",2020-06-19,-0.405570833333333,-0.4018,-0.4107
"1980","VSM1",2020-06-20,-0.411170833333333,-0.4044,-0.4173
"1981","VSM1",2020-06-21,-0.421995833333333,-0.4184,-0.4278
"1982","VSM1",2020-06-22,-0.4297,-0.4199,-0.4479
"1983","VSM1",2020-06-23,-0.455283333333333,-0.4442,-0.4755
"1984","VSM1",2020-06-24,-0.47305,-0.4675,-0.4782
"1985","VSM1",2020-06-25,-0.483133333333333,-0.4693,-0.4909
"1986","VSM1",2020-06-26,-0.474383333333333,-0.4682,-0.4828
"1987","VSM1",2020-06-27,-0.4779375,-0.4727,-0.4845
"1988","VSM1",2020-06-28,-0.495358333333333,-0.4866,-0.5
"1989","VSM1",2020-06-29,-0.494604166666667,-0.4756,-0.5032
"1990","VSM1",2020-06-30,-0.484983333333333,-0.4733,-0.4978
"1991","VSM1",2020-07-01,-0.509875,-0.4975,-0.5235
