Date;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-13;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-09;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-10;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2020-06-11;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2021-06-08;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-20;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-15;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2022-09-14;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-07;2023-09-13;2023-09-13;2023-09-13;2023-09-13;2023-09-13;2023-09-13;2023-09-13;2023-09-13;2023-09-13;2023-09-13;2023-09-05;2023-09-05;2023-09-05;2023-09-05;2023-09-05;2023-09-05;2023-09-05;2023-09-05;2023-09-05;2023-09-05
Racomitrium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
Other_mosses;;25;1;2;2;;1;2;4;25;6;7;;2;2;2;;1;;<1;;;1;<1;1;2;<1;1;;1;<1;<1;<1;;<1;<1;;<1;<1;1;;<1;1;<1;;1;1;4;2;1;3;<1;<1;5;2;2;1;10;10;6;20;20;8;15;40;6;2;12;4;8;<1;2;7;25;1;7;10;20;5;8;;1;<1;<1;;<1;3;3;2;1;1;<1;;;;<1;;;2;;;;1;<1;<1;;;<1;;;;;;;;;;;;1;1;<1;1;<1;1;2;1;<1;<1;2;4;3;<1;<1;<1;<1;20;20;6;15;1;1;3;1;20;;2;50;4;25;15;15;0;0;0;0;0;0;0;0;0;0;0;0;<1;1;10;2;0;0;1;0;0;0;3;<1;<1;0;2;0;0;0;0;0;0;<1;3;0;<1;2;1;0;<1;0;0;0;<1;0;0;<1;7;25;25;8;8;15;15;10;25;35;10;10;15;45;25;;50;8;25;3;6;30;6;7;1;70;4;2;25;20;25;5;2;60;2;5;6;3;;3;15;30;25;15;2;20;5;5;<1;1;1;<1;;;2;<1;3;3;1;<1;;18;<1;2;2;;1;;;2;1;1;;1;6;;;1;1;2;;2;<1;<1;<1;<1;;<1;<1;1;<1;<1;;1;1;1;;1;<1;<1;4;20;1;<1;<1;15;1;<1;<1;;<1;<1;;2;<1;<1;;1;1;;<1;1;<1;<1;<1;<1;<1;<1;;;<1;<1;;;<<1;<1;;;1;<1;;<1;<1;<1;;;<1;<1;;;<1;<1;;;<1;<1;<1;<1;<1;<1;;;<1;;;2;<1;<1;;;2;<1;<1;3;<1;<1;;3;;1;2;<1;<1;;1;1;1;10;10;1;1;<1;;3;2;2;50;<1;0;<1;1;2;2;1;<1;3
Livermosses;;;;<1;;;;;;;;3;;;1;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;1;5;;;1;1;;;;;;<1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<1;0;0;0;<1;<1;0;0;0;<1;0;0;0;0;2;1;1;1;2;<1;<1;<1;;1;<1;<1;15;1;4;5;;1;;;;;;2;;;;<1;;;;3;;;;;;;5;<1;;;3;4;;5;3;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;2;;;;;;;;;;;<1;<1;2;;;;;<1;;;1;;;;1;;;1;1;;;;;;;;1;;;;;;1;1;;;;;;;;;;15;;3;2;;5;1;1;5;10;11;7;;2;4;5;;3;8;10;;7;5;5;10;4;;2;;5;;;2;12;5;;;10;1;<1;1;45;2;;;1;<1;1;8;;15;2;3;<1;;;1;;2;5;3;5;3;0;;;<1;<1;1;0;0;0;0;2;80;45;30;7
Lichen;;;;;;;<1;;;;;;;<1;;;;;;;;;;;;;;;;;;;<1;;;;;<1;;;;<1;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<1;0;0;0;0;0;0;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;<1;;;;1;<1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;<1;<1;;;;;;;;;;<1;;;;;<1;;<1;<1;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;<1;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;<1;;;;;;;;;;;0;;;5;3;;;;;;;;1;0;0;0;0;8;15;15;3;35
Carex;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;1;;;;;;;;;;;1;5;6;11;5;0;0;0;0;0
Trichophorum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;25;8;10;20;8;8;4;8;5;8;5;10;10;10;20;17;20;15;10;3;0;0;0;0;10;10;2;8;8
Eriopherum;2;<1;1;<1;2;1;1;1;1;<1;1;6;<1;<1;1;2;1;1;1;15;6;2;2;1;1;1;1;1;2;1;2;1;3;2;2;2;4;3;1;1;7;3;<1;3;2;<1;1;2;<1;<1;3;<1;3;;;;1;1;<1;;15;3;2;2;15;80;10;15;8;9;1;;1;2;<1;5;4;<1;3;30;<1;;;;;;;;;;;1;;;;;;;<1;;;<1;<1;;;;;;;;;<1;;;;;;<1;;;;;;;;<1;<1;<1;1;<1;<1;<1;<1;;;;1;20;<1;<1;<1;1;<1;;;<1;<1;<1;<1;;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;1;;1;;6;;5;;3;<1;50;20;15;15;30;30;25;40;15;15;1;2;5;<1;;10;6;2;20;50;1;2;5;<1;5;6;5;4;5;5;6;15;2;3;4;7;2;2;6;60;7;3;4;1;2;1;6;2;3;3;10;2;6;6;8;8;6;10;4;5;6;5;5;7;6;1;3;3;<1;;;;;;;;;;<1;<1;<1;<1;;<1;<1;<1;<1;;<1;<1;<1;<1;;<1;<1;;;<1;;<1;;<1;5;;<1;<1;;;<1;;<1;<1;;;<1;<1;2;1;2;<1;1;2;1;<1;1;1;<1;4;2;3;3;2;<1;<1;<1;<1;<1;<1;<1;<1;5;<1;2;5;<1;1;4;2;1;1;2;4;1;2;15;10;2;3;7;2;1;1;1;2;5;5;2;2;3;4;4;4;3;8;2;2;2;3;2;6;12;4;3;5;5;2;4;2;2;0;1;3;0;0
Sedges;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
Rhynchospora;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
Grasses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<1;0;0;0;0;0;0;<1;<1;0;0;<1;<1;0;0;0;0;0;<1;0;0;0;;;;;<1;<1;;;4;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;<1;;;;;;;;;<1;1;<1;<1;<1;<1;;;;;;1;<1;<1;<1;;;;;;;;;;;;;2;1;4;2;;1;<1;<1;1;;<1;;;;;;;;;;;;;;;;;;;;<1;;;;<1;;2;2;2;2;<1;<1;1;<1;<1;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
Heathers;6;6;<1;3;;;<1;1;<1;15;3;10;1;8;8;4;;;;;;<1;1;;;<1;;;;<1;<1;<1;1;;;<1;<1;1;;<1;;<1;<1;;<1;<1;<1;1;;;1;;;1;;;;;<1;3;;;<1;<1;;;1;;;;;;<1;;1;;;;;<1;1;1;<1;;;;;1;<1;;1;1;;;;;;;<1;;;;;;<1;;;;;;;;;;;;<1;;;;;;;;<1;;;<1;;;<1;<1;;<1;;;;;<1;;;;;;<1;;<1;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;<1;;;;5;1;;1;2;6;;;<1;<1;;;;;;;;;1;;2;;;;;;6;7;4;5;;;<1;1;<1;45;15;15;1;25;25;8;<1;;;;;<1;3;;;;<1;;;<1;<1;;3;<1;<1;<1;;2;<1;;;<1;1;;<1;<1;<1;<1;<1;<1;<1;<1;2;1;2;<1;;<1;;<1;1;<1;<1;1;;;<1;1;;;1;;<1;;;<1;<1;;<1;2;;;;;;;;;<1;<1;<1;<1;;;;;;;4;<1;;;4;5;2;<1;5;3;;2;<1;<1;5;15;10;5;<1;3;3;3;5;4;<1;1;;<1;<1;<1;;1;;;;;;;;;1;;<1;;3;4;10;9;8;10;7;17;5;1;15;17;5;10;12;8;10;2;7;4;12;3;30;12;12;5;4;30;20;12;4;10
Oxycoccus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;<1;;;;;;;;;;;;;;;;;<1;;;;;;<1;;;;<1;;;;;;<1;;;<1;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;<1;;<1;;;;;;<1;;<1;<1;<1;<1;<1;<1;<1;0;0;;0;1;3;1;1;<1;<1;<1;<1;<1
Blueberry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;<1;<1;;;;;;;<1;;;;;;;;;;;;;;;<1;;<1;;;;<1;;;;<1;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;2;;;;;<1;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
Drosera;;;<1;;;;;;;;;;;;;;1;<1;;1;6;2;2;<1;;<1;;;<1;2;;<1;;;;;;;;<1;;1;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;<1;<1;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;<1;;;;;<1;;;;;;<1;;;;;1;;;;;;;;;;;;;<1;;<1;;;<1;;1;;;2;2;1;;;1;<1;;1;3;1;1;;<1;1;<1;<1;;<1;<1;;1;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;<1;;;;;;;;<1;;;;<1;;;;;;;;;;;;1;;;<1;1;<1;;;;1;;;1;<1;;;;<1;;;;;;;<1;;;<1;<1;<1;;;<1;;;;<1;;;<1;<1;<1;;;<1;;;<1;;;;<1;<1;1;1;<1;<1;<1;1;;<1;<1;1;1;<1;1;0;0;0;0;1;<1;0;0;<1;<1
Herbs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;<1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;1;1;;;;;;2;10;2;1;2;1;1;0;1;1
Narthecium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;<1;;;;;;;<1;<1;;<1;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;<1;;;<1;<1;;<1;<1;;;<1;;<1;<1;;;;;;;;;<1;<1;;;<1;<1;<1;<1;<1;<1;;;<1;<1;<1;;<1;;<1;<1;<1;<1;<1;;;;;;;;;;;;;;<1;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;<1;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;<1;;;;;;30;30;30;40;55;20;17;10;25;;15;30;25;30;15;3;2;25;20;22;;0;0;0;0;0;0;0;0;0
Bet_nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;4;;;<1;;;;;;;;;;;;;27;12;0;0;0;0;0;0;0;0
Seedlings;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;;<1;<1;<1;<1;<1;;<1;1;;;;<1;;;;;<1;;<1;<1;<1;;<1;;<1;<1;<1;;;;;;;;<1;<1;<1;<1;<1;<1;<1;;;;;;;;<1;;;;;;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<1;<1;;1;<1;;1;;<1;<1;<1;<1;;2;;;;;;;<1;<1;<;<1;;1;<1;;;;;;<1;<1;;;<1;;<1;;;<1;<1;<1;<1;<1;<1;<1;<1;<1;;;;;;;;;;;;;;<1;<1;;;;;<1;;<1;<1;<1;<1;<1;<1;<1;<1;;;;<1;;<1;<1;1;<1;;;;;1;;<1;<1;<1;<1;;;;<1;;;;;;<1;;<1;<1;<1;;;;<1;;<1;<1;;<1;;;;;<1;;;;;<1;1;;<1;;;<1;1;;;;;;;3;;;<1;;;;<1;;;;;;;;;;<1;;;;;;;;;<1;;;;<1;<1;;;;;<1;;<1;;;;;;;;;<1;;;<1;<1;0;0;0;0;0;<1;<1;0;<1;<1
Bushes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;15;;6;<1;;;<1;<1;1;;;;;;1;;1;;;;;;;;;;;;1;;;;;;1;;;;<1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;2;0;0
Trees;;1;;4;;;;;;2;1;;;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;<1;;;;;;;;;;;;20;<1;;;<1;<1;1;<1;;;<1;<1;1;;;<1;;<1;;;3;;1;1;;<1;;<1;<1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
