"","Name","Station","Time","Precipitation","Snow_depth","Year","Month","month","year","jday","month_name","Temp_type","Temp"
"134","Hoydalsmoan","SN71780",2019-02-14,6.7,NA,2019-01-01,2019-02-01,2,2019,45,"February","Max_temp",8.2
"135","Hoydalsmoan","SN71780",2019-02-14,6.7,NA,2019-01-01,2019-02-01,2,2019,45,"February","Mean_temp",5.4
"136","Hoydalsmoan","SN71780",2019-02-15,13.9,NA,2019-01-01,2019-02-01,2,2019,46,"February","Min_temp",1.4
"137","Hoydalsmoan","SN71780",2019-02-15,13.9,NA,2019-01-01,2019-02-01,2,2019,46,"February","Max_temp",7.7
"138","Hoydalsmoan","SN71780",2019-02-15,13.9,NA,2019-01-01,2019-02-01,2,2019,46,"February","Mean_temp",4.4
"139","Hoydalsmoan","SN71780",2019-02-16,2.5,NA,2019-01-01,2019-02-01,2,2019,47,"February","Min_temp",-0.1
"140","Hoydalsmoan","SN71780",2019-02-16,2.5,NA,2019-01-01,2019-02-01,2,2019,47,"February","Max_temp",7.2
"141","Hoydalsmoan","SN71780",2019-02-16,2.5,NA,2019-01-01,2019-02-01,2,2019,47,"February","Mean_temp",4.4
"142","Hoydalsmoan","SN71780",2019-02-17,0.5,NA,2019-01-01,2019-02-01,2,2019,48,"February","Min_temp",-2.3
"143","Hoydalsmoan","SN71780",2019-02-17,0.5,NA,2019-01-01,2019-02-01,2,2019,48,"February","Max_temp",3.8
"144","Hoydalsmoan","SN71780",2019-02-17,0.5,NA,2019-01-01,2019-02-01,2,2019,48,"February","Mean_temp",1.8
"145","Hoydalsmoan","SN71780",2019-02-18,0,NA,2019-01-01,2019-02-01,2,2019,49,"February","Min_temp",0.8
"146","Hoydalsmoan","SN71780",2019-02-18,0,NA,2019-01-01,2019-02-01,2,2019,49,"February","Max_temp",7.5
"147","Hoydalsmoan","SN71780",2019-02-18,0,NA,2019-01-01,2019-02-01,2,2019,49,"February","Mean_temp",3.5
"148","Hoydalsmoan","SN71780",2019-02-19,0,NA,2019-01-01,2019-02-01,2,2019,50,"February","Min_temp",0.7
"149","Hoydalsmoan","SN71780",2019-02-19,0,NA,2019-01-01,2019-02-01,2,2019,50,"February","Max_temp",5.4
"150","Hoydalsmoan","SN71780",2019-02-19,0,NA,2019-01-01,2019-02-01,2,2019,50,"February","Mean_temp",2.5
"151","Hoydalsmoan","SN71780",2019-02-20,8.8,NA,2019-01-01,2019-02-01,2,2019,51,"February","Min_temp",-1.5
"152","Hoydalsmoan","SN71780",2019-02-20,8.8,NA,2019-01-01,2019-02-01,2,2019,51,"February","Max_temp",3.1
"153","Hoydalsmoan","SN71780",2019-02-20,8.8,NA,2019-01-01,2019-02-01,2,2019,51,"February","Mean_temp",0.1
"154","Hoydalsmoan","SN71780",2019-02-21,0,NA,2019-01-01,2019-02-01,2,2019,52,"February","Min_temp",-1.8
"155","Hoydalsmoan","SN71780",2019-02-21,0,NA,2019-01-01,2019-02-01,2,2019,52,"February","Max_temp",0.9
"156","Hoydalsmoan","SN71780",2019-02-21,0,NA,2019-01-01,2019-02-01,2,2019,52,"February","Mean_temp",-0.1
"157","Hoydalsmoan","SN71780",2019-02-22,6.6,NA,2019-01-01,2019-02-01,2,2019,53,"February","Min_temp",0
"158","Hoydalsmoan","SN71780",2019-02-22,6.6,NA,2019-01-01,2019-02-01,2,2019,53,"February","Max_temp",4.8
"159","Hoydalsmoan","SN71780",2019-02-22,6.6,NA,2019-01-01,2019-02-01,2,2019,53,"February","Mean_temp",3.1
"160","Hoydalsmoan","SN71780",2019-02-23,8.1,NA,2019-01-01,2019-02-01,2,2019,54,"February","Min_temp",2.5
"161","Hoydalsmoan","SN71780",2019-02-23,8.1,NA,2019-01-01,2019-02-01,2,2019,54,"February","Max_temp",8.3
"162","Hoydalsmoan","SN71780",2019-02-23,8.1,NA,2019-01-01,2019-02-01,2,2019,54,"February","Mean_temp",4.8
"163","Hoydalsmoan","SN71780",2019-02-24,0.7,NA,2019-01-01,2019-02-01,2,2019,55,"February","Min_temp",0.1
"164","Hoydalsmoan","SN71780",2019-02-24,0.7,NA,2019-01-01,2019-02-01,2,2019,55,"February","Max_temp",8.1
"165","Hoydalsmoan","SN71780",2019-02-24,0.7,NA,2019-01-01,2019-02-01,2,2019,55,"February","Mean_temp",6.1
"166","Hoydalsmoan","SN71780",2019-02-25,0,NA,2019-01-01,2019-02-01,2,2019,56,"February","Min_temp",4.9
"167","Hoydalsmoan","SN71780",2019-02-25,0,NA,2019-01-01,2019-02-01,2,2019,56,"February","Max_temp",7.5
"168","Hoydalsmoan","SN71780",2019-02-25,0,NA,2019-01-01,2019-02-01,2,2019,56,"February","Mean_temp",6.4
"169","Hoydalsmoan","SN71780",2019-02-26,5.1,NA,2019-01-01,2019-02-01,2,2019,57,"February","Min_temp",5.2
"170","Hoydalsmoan","SN71780",2019-02-26,5.1,NA,2019-01-01,2019-02-01,2,2019,57,"February","Max_temp",8.3
"171","Hoydalsmoan","SN71780",2019-02-26,5.1,NA,2019-01-01,2019-02-01,2,2019,57,"February","Mean_temp",6.6
"172","Hoydalsmoan","SN71780",2019-02-27,2,NA,2019-01-01,2019-02-01,2,2019,58,"February","Min_temp",4.5
"173","Hoydalsmoan","SN71780",2019-02-27,2,NA,2019-01-01,2019-02-01,2,2019,58,"February","Max_temp",7.3
"174","Hoydalsmoan","SN71780",2019-02-27,2,NA,2019-01-01,2019-02-01,2,2019,58,"February","Mean_temp",5.9
"175","Hoydalsmoan","SN71780",2019-02-28,9.3,NA,2019-01-01,2019-02-01,2,2019,59,"February","Min_temp",0.2
"176","Hoydalsmoan","SN71780",2019-02-28,9.3,NA,2019-01-01,2019-02-01,2,2019,59,"February","Max_temp",5.1
"177","Hoydalsmoan","SN71780",2019-02-28,9.3,NA,2019-01-01,2019-02-01,2,2019,59,"February","Mean_temp",1.8
"178","Hoydalsmoan","SN71780",2019-03-01,10.9,NA,2019-01-01,2019-03-01,3,2019,60,"March","Min_temp",0
"179","Hoydalsmoan","SN71780",2019-03-01,10.9,NA,2019-01-01,2019-03-01,3,2019,60,"March","Max_temp",2.8
"180","Hoydalsmoan","SN71780",2019-03-01,10.9,NA,2019-01-01,2019-03-01,3,2019,60,"March","Mean_temp",1.3
"181","Hoydalsmoan","SN71780",2019-03-02,26.7,NA,2019-01-01,2019-03-01,3,2019,61,"March","Min_temp",-0.3
"182","Hoydalsmoan","SN71780",2019-03-02,26.7,NA,2019-01-01,2019-03-01,3,2019,61,"March","Max_temp",4.5
"183","Hoydalsmoan","SN71780",2019-03-02,26.7,NA,2019-01-01,2019-03-01,3,2019,61,"March","Mean_temp",1.1
"184","Hoydalsmoan","SN71780",2019-03-03,7.3,NA,2019-01-01,2019-03-01,3,2019,62,"March","Min_temp",-1.5
"185","Hoydalsmoan","SN71780",2019-03-03,7.3,NA,2019-01-01,2019-03-01,3,2019,62,"March","Max_temp",0.4
"186","Hoydalsmoan","SN71780",2019-03-03,7.3,NA,2019-01-01,2019-03-01,3,2019,62,"March","Mean_temp",-0.7
"187","Hoydalsmoan","SN71780",2019-03-04,0,NA,2019-01-01,2019-03-01,3,2019,63,"March","Min_temp",-4.9
"188","Hoydalsmoan","SN71780",2019-03-04,0,NA,2019-01-01,2019-03-01,3,2019,63,"March","Max_temp",0
"189","Hoydalsmoan","SN71780",2019-03-04,0,NA,2019-01-01,2019-03-01,3,2019,63,"March","Mean_temp",-3.4
"190","Hoydalsmoan","SN71780",2019-03-05,0,NA,2019-01-01,2019-03-01,3,2019,64,"March","Min_temp",-10.7
"191","Hoydalsmoan","SN71780",2019-03-05,0,NA,2019-01-01,2019-03-01,3,2019,64,"March","Max_temp",-3
"192","Hoydalsmoan","SN71780",2019-03-05,0,NA,2019-01-01,2019-03-01,3,2019,64,"March","Mean_temp",NA
"193","Hoydalsmoan","SN71780",2019-03-06,0,NA,2019-01-01,2019-03-01,3,2019,65,"March","Min_temp",-13.4
"194","Hoydalsmoan","SN71780",2019-03-06,0,NA,2019-01-01,2019-03-01,3,2019,65,"March","Max_temp",-0.5
"195","Hoydalsmoan","SN71780",2019-03-06,0,NA,2019-01-01,2019-03-01,3,2019,65,"March","Mean_temp",-7.4
"196","Hoydalsmoan","SN71780",2019-03-07,0,NA,2019-01-01,2019-03-01,3,2019,66,"March","Min_temp",-9.1
"197","Hoydalsmoan","SN71780",2019-03-07,0,NA,2019-01-01,2019-03-01,3,2019,66,"March","Max_temp",-0.7
"198","Hoydalsmoan","SN71780",2019-03-07,0,NA,2019-01-01,2019-03-01,3,2019,66,"March","Mean_temp",-4.1
"199","Hoydalsmoan","SN71780",2019-03-08,1.2,NA,2019-01-01,2019-03-01,3,2019,67,"March","Min_temp",-7.6
"200","Hoydalsmoan","SN71780",2019-03-08,1.2,NA,2019-01-01,2019-03-01,3,2019,67,"March","Max_temp",0.7
"201","Hoydalsmoan","SN71780",2019-03-08,1.2,NA,2019-01-01,2019-03-01,3,2019,67,"March","Mean_temp",-3.2
"202","Hoydalsmoan","SN71780",2019-03-09,7.7,NA,2019-01-01,2019-03-01,3,2019,68,"March","Min_temp",-5.6
"203","Hoydalsmoan","SN71780",2019-03-09,7.7,NA,2019-01-01,2019-03-01,3,2019,68,"March","Max_temp",1.3
"204","Hoydalsmoan","SN71780",2019-03-09,7.7,NA,2019-01-01,2019-03-01,3,2019,68,"March","Mean_temp",-3.5
"205","Hoydalsmoan","SN71780",2019-03-10,1.9,NA,2019-01-01,2019-03-01,3,2019,69,"March","Min_temp",-12.6
"206","Hoydalsmoan","SN71780",2019-03-10,1.9,NA,2019-01-01,2019-03-01,3,2019,69,"March","Max_temp",-0.1
"207","Hoydalsmoan","SN71780",2019-03-10,1.9,NA,2019-01-01,2019-03-01,3,2019,69,"March","Mean_temp",-7.1
"208","Hoydalsmoan","SN71780",2019-03-11,0.4,NA,2019-01-01,2019-03-01,3,2019,70,"March","Min_temp",-11.5
